repo_key,sha,nodes,edges,clumps,files_in_loops,unresolved_internal,internal_statements,parse_failures,read_failures,skipped_non_identifier,skipped_duplicate,build_seconds,is_pinned
django/django,db1fc5cd3c5d36cdb5d0fe4404efd6623dd3e8fb,831,2657,13,186,7,2670,0,0,23,0,6.059,False
django/django,19fc6376ce67d01ca37a91ef2f55ef769f50513a,798,2506,11,189,5,2515,0,0,22,0,6.735,False
django/django,02c356f2f3945b8075735d485c3cf48cad991011,840,2765,14,197,8,2829,0,0,23,0,8.079,False
django/django,f4e93919e4608cfc50849a1f764fd856e0917401,827,2601,12,191,5,2607,0,0,24,0,5.533,False
django/django,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e,831,2652,13,186,7,2666,0,0,23,0,6.743,False
django/django,2c7846d992ca512d36a73f518205015c88ed088c,834,2684,13,186,9,2699,0,0,23,0,5.28,False
django/django,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3,835,2697,13,186,7,2711,0,0,23,0,5.527,False
django/django,b1d6b35e146aea83b171c1b921178bbaae2795ed,803,2540,13,161,5,2546,0,0,22,0,5.947,False
django/django,e1d673c373a7d032060872b690a92fc95496612e,834,2685,13,186,9,2700,0,0,23,0,6.878,False
django/django,2f13c476abe4ba787b6cb71131818341911f43cc,831,2626,13,182,7,2635,0,0,23,0,6.038,False
django/django,475cffd1d64c690cdad16ede4d5e81985738ceb4,832,2668,13,186,8,2682,0,0,23,0,5.812,False
django/django,4e8121e8e42a24acc3565851c9ef50ca8322b15c,831,2657,13,186,8,2671,0,0,23,0,7.461,False
django/django,156a2138db20abc89933121e4ff2ee2ce56a173a,826,2596,12,191,5,2602,0,0,24,0,6.355,False
django/django,dd528cb2cefc0db8b91a7ff0a2bc87305b976597,834,2681,13,186,8,2695,0,0,23,0,5.721,False
django/django,e0442a628eb480eac6a7888aed5a86f83499e299,836,2710,13,186,7,2771,0,0,23,0,6.67,False
django/django,fc2b1cc926e34041953738e58fa6ad3053059b22,802,2544,11,187,5,2547,0,0,22,0,9.043,False
django/django,3fb7c12158a2402f0f80824f6778112071235803,803,2577,11,187,5,2580,0,0,22,0,6.08,False
django/django,903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,832,2665,13,186,8,2679,0,0,23,0,6.846,False
django/django,f8fab6f90233c7114d642dfe01a4e6d4cb14ee7d,826,2839,15,142,99,2871,0,0,18,0,5.226,False
internetarchive/openlibrary,8b933806b52d3785f98d2c397032c8b97a88feb2,241,560,1,52,3,542,0,0,4,0,0.973,True
internetarchive/openlibrary,0d13e6b4bf80bced6c0946b969b9a1b6963f6bce,247,631,1,58,3,615,0,0,4,0,1.816,False
internetarchive/openlibrary,c9795319b19c60e884f34df3eaf7e3e7f2bfd58c,241,553,1,51,3,536,0,0,4,0,2.098,False
internetarchive/openlibrary,0c5d154db9a199adc4be35be84390368693b2144,242,546,1,51,3,529,0,0,4,0,1.936,False
internetarchive/openlibrary,5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341,243,552,1,51,3,535,0,0,4,0,2.136,False
internetarchive/openlibrary,50350d0432e2edf3429552bd9b50e78e662df8eb,254,666,1,66,3,650,0,0,4,0,2.98,False
internetarchive/openlibrary,5f7d8d190e2f0d837545e582fd5db99aae51a979,244,615,1,57,3,597,0,0,4,0,3.0,False
internetarchive/openlibrary,73e4b70aa3adafbbf44e7942b5bf9efabce70447,240,551,1,51,3,533,0,0,4,0,2.687,False
internetarchive/openlibrary,f1f4efd659429d868ba8c4efc1405763d7864a70,251,649,1,64,3,622,0,0,4,0,2.793,False
internetarchive/openlibrary,77c16d530b4d5c0f33d68bead2c6b329aee9b996,254,666,1,66,3,650,0,0,4,0,2.673,False
internetarchive/openlibrary,34099a36bcd3e9f33e169beb06f64dfab81c2cde,238,546,1,51,3,528,0,0,4,0,2.394,False
internetarchive/openlibrary,80f511d3344a1f9743ff6efb0a2bdf0051529e3a,254,666,1,66,3,650,0,0,4,0,2.681,False
matplotlib/matplotlib,d3491dc8151d87d46b0b29b859eee0d972292bb0,759,209,2,5,9,187,0,0,15,0,9.942,True
matplotlib/matplotlib,493d608e39d32a67173c23a7bbc47d6bfedcef61,767,204,2,5,4,183,0,0,5,0,8.196,False
matplotlib/matplotlib,9d22ab09d52d279b125d8770967569de070913b2,772,212,2,5,4,190,0,0,10,0,8.067,False
matplotlib/matplotlib,f0f133943d3e4f1e2e665291fe1c8f658a84cc09,761,210,2,5,4,189,0,0,10,0,8.554,False
matplotlib/matplotlib,3dd06a46750d174f821df5377996f493f1af4ebb,760,210,2,5,4,189,0,0,10,0,6.441,False
matplotlib/matplotlib,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,761,210,2,5,4,189,0,0,10,0,8.473,False
matplotlib/matplotlib,2aee6ccd7c7e1f8d282c1e7579f4ee546b838542,761,210,2,5,4,189,0,0,10,0,7.191,False
matplotlib/matplotlib,66ba515e671638971bd11a34cff12c107a437e0b,758,212,2,5,4,188,0,0,10,0,7.16,False
matplotlib/matplotlib,6091437be9776139d3672cde28a19cbe6c09dcd5,773,211,2,5,4,189,0,0,10,0,8.933,False
matplotlib/matplotlib,f06c2c3abdaf4b90285ce5ca7fedbb8ace715911,766,205,2,5,3,183,0,0,5,0,7.959,False
matplotlib/matplotlib,8f0003ae902952372824c9917975fb372c026a42,772,212,2,5,4,190,0,0,10,0,8.307,False
matplotlib/matplotlib,7fdf772201e4c9bafbc16dfac23b5472d6a53fa2,759,210,2,5,4,189,0,0,10,0,7.972,False
matplotlib/matplotlib,f0632c0fc7339f68e992ed63ae4cfac76cd41aad,778,197,2,5,3,175,0,0,6,0,8.674,False
matplotlib/matplotlib,5ec2bd279729ff534719b8bf238dbbca907b93c5,765,212,2,5,4,188,0,0,10,0,8.955,False
matplotlib/matplotlib,d65c9ca20ddf81ef91199e6d819f9d3506ef477c,743,170,2,4,2,163,0,0,6,0,7.92,False
matplotlib/matplotlib,14c96b510ebeba40f573e512299b1976f35b620e,770,204,2,5,4,183,0,0,5,0,8.571,False
matplotlib/matplotlib,a7b7260bf06c20d408215d95ce20a1a01c12e5b1,783,208,2,5,4,190,0,0,6,0,8.398,False
matplotlib/matplotlib,97fc1154992f64cfb2f86321155a7404efeb2d8a,769,205,2,5,3,186,0,0,6,0,9.846,False
matplotlib/matplotlib,430fb1db88843300fb4baae3edc499bbfe073b0c,758,212,2,5,4,188,0,0,10,0,11.929,False
matplotlib/matplotlib,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,766,205,2,5,3,183,0,0,5,0,11.039,False
matplotlib/matplotlib,6786f437df54ca7780a047203cbcfaa1db8dc542,762,180,2,5,3,155,0,0,6,0,8.245,False
mwaskom/seaborn,515286e02be3e4c0ff2ef4addb34a53c4a676ee4,113,212,1,24,0,219,0,0,0,0,0.87,True
mwaskom/seaborn,54cab15bdacfaa05a88fbc5502a5b322d99f148e,111,200,2,19,0,208,0,0,0,0,0.421,False
pallets/flask,7ee9ceb71e868944a46e1ff00b506772a53a4f1d,33,93,1,17,0,192,0,0,0,0,0.115,True
psf/requests,0192aac24123735b3eaf9b08df46429bb770c283,21,55,0,0,0,63,0,0,0,0,0.215,True
psf/requests,39d0fdd9096f7dceccbc8f82e1eda7dd64717a8e,21,55,0,0,0,63,0,0,0,0,0.132,False
psf/requests,22623bd8c265b78b161542663ee980738441c307,69,159,1,7,0,169,1,0,0,0,1.379,False
psf/requests,5f7a3a74aab1625c2bb65f643197ee885e3da576,83,217,1,7,2,235,0,0,0,0,0.79,False
psf/requests,847735553aeda6e6633f2b32e14ba14ba86887a4,75,176,1,7,0,185,0,0,0,0,1.086,False
psf/requests,091991be0da19de9108dbe5e3752917fea3d7fdc,82,207,1,7,0,219,0,0,0,0,0.809,False
pydata/xarray,d008e331ba11f6cb648ff447756e14e3252b368d,144,814,1,90,0,1044,0,0,0,0,3.207,True
pydata/xarray,7cc6cc991e586a6158bb656b8001234ccda25407,109,554,1,71,0,679,0,0,0,0,1.927,False
pydata/xarray,7c4e2ac83f7b4306296ff9b7b51aaf016e5ad614,100,474,1,68,0,513,0,0,0,0,1.807,False
pydata/xarray,1757dffac2fa493d7b9a074b84cf8c830a706688,92,392,1,58,0,417,0,0,0,0,1.418,False
pydata/xarray,a41edc7bf5302f2ea327943c0c48c532b12009bc,98,467,1,67,0,501,0,0,0,0,1.418,False
pydata/xarray,51ef2a66c4e0896eab7d2b03e3dfb3963e338e3c,98,468,1,66,0,505,0,0,0,0,1.372,False
pydata/xarray,8cc34cb412ba89ebca12fc84f76a9e452628f1bc,99,473,1,68,0,512,0,0,0,0,1.483,False
pydata/xarray,51d37d1be95547059251076b3fadaa317750aab3,113,566,1,72,0,701,0,0,0,0,2.033,False
pydata/xarray,6bb2b855498b5c68d7cca8cceb710365d58e6048,109,531,1,71,0,602,0,0,0,0,2.285,False
pydata/xarray,3aa75c8d00a4a2d4acf10d80f76b937cadb666b7,113,570,1,72,0,706,0,0,0,0,2.386,False
pydata/xarray,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,100,475,1,68,0,516,0,0,0,0,1.554,False
pydata/xarray,45c0a114e2b7b27b83c9618bc05b36afac82183c,109,555,1,71,0,682,0,0,0,0,1.943,False
pydata/xarray,cc183652bf6e1273e985e1c4b3cba79c896c1193,109,550,1,71,0,641,0,0,0,0,2.055,False
pydata/xarray,851dadeb0338403e5021c3fbe80cbc9127ee672d,109,535,1,73,0,603,0,0,0,0,2.093,False
pydata/xarray,19b088636eb7d3f65ab7a1046ac672e0689371d8,94,433,1,62,0,461,0,0,0,0,1.519,False
pydata/xarray,e05fddea852d08fc0845f954b79deb9e9f9ff883,96,442,1,63,0,476,0,0,0,0,1.555,False
pydata/xarray,d3b6aa6d8b997df115a53c001d00222a0f92f63a,109,516,1,73,0,581,0,0,0,0,1.694,False
pydata/xarray,41fef6f1352be994cd90056d47440fe9aa4c068f,114,571,1,72,0,708,0,0,0,0,2.163,False
pylint-dev/pylint,ed5963235706741560b095bd7e5a8865e3be1009,196,623,2,63,8,617,0,0,885,0,2.348,True
pylint-dev/pylint,ca80f03a43bc39e4cc2c67dc99817b3c9f13b8a6,190,585,3,59,9,583,0,0,585,0,1.889,False
pylint-dev/pylint,40cc2ffd7887959157aaf469e09585ec2be7f528,124,327,0,0,1,310,0,0,0,0,1.619,False
pylint-dev/pylint,99589b08de8c5a2c6cc61e13a37420a868c80599,118,304,0,0,1,287,0,0,0,0,1.361,False
pylint-dev/pylint,1e55ae64624d28c5fe8b63ad7979880ee2e6ef3f,118,304,0,0,1,288,0,0,0,0,1.49,False
pylint-dev/pylint,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334,189,606,2,52,8,600,0,0,819,0,2.234,False
pytest-dev/pytest,bf451d47a1b3be80a7f89b3076e4816c47390037,85,403,1,38,3,722,0,0,4,0,1.812,True
pytest-dev/pytest,da9a2b584eb7a6c7e924b2621ed0ddaeca0a7bea,81,404,1,43,4,715,0,0,5,0,0.97,False
pytest-dev/pytest,8aba863a634f40560e25055d179220f0eefabe9a,74,212,1,26,1,380,0,0,1,0,0.629,False
pytest-dev/pytest,aa55975c7d3f6c9f6d7f68accc41bb7cadf0eb9a,81,404,1,43,4,715,0,0,5,0,1.395,False
pytest-dev/pytest,cb828ebe70b4fa35cd5f9a7ee024272237eab351,73,203,2,23,2,349,0,0,1,0,0.78,False
pytest-dev/pytest,3c1534944cbd34e8a41bc9e76818018fadefc9a1,81,405,1,44,4,724,0,0,4,0,1.511,False
pytest-dev/pytest,422685d0bdc110547535036c1ff398b5e1c44145,76,372,1,23,3,623,0,0,4,0,0.963,False
pytest-dev/pytest,7f7a36478abe7dd1fa993b115d22606aa0e35e88,76,375,1,23,3,627,0,0,4,0,1.083,False
pytest-dev/pytest,5e7f1ab4bf58e473e5d7f878eb2b499d7deabd29,77,278,1,21,2,472,0,0,3,0,0.82,False
pytest-dev/pytest,19ad5889353c7f5f2b65cc2acd346b7a9e95dfcd,77,367,1,23,2,617,0,0,4,0,1.057,False
pytest-dev/pytest,e6e300e729dd33956e5448d8be9a0b1540b4e53a,76,378,1,23,3,633,0,0,4,0,1.555,False
pytest-dev/pytest,58e6a09db49f34886ff13f3b7520dd0bcd7063cd,73,209,1,26,1,377,0,0,1,0,0.9,False
qutebrowser/qutebrowser,e158a480f52185c77ee07a52bc022f021d9789fe,251,1594,1,167,0,964,0,0,0,1,2.298,True
qutebrowser/qutebrowser,487f90443cd1bf66bf2368b7a5c004f4e1b27777,223,1135,1,123,0,597,0,0,0,1,2.241,False
qutebrowser/qutebrowser,744cd94469de77f52905bebb123597c040ac07b6,225,1146,1,124,0,600,0,0,0,1,2.905,False
qutebrowser/qutebrowser,b9920503db6482f0d3af7e95b3cf3c71fbbd7d4f,228,1211,1,145,0,626,0,0,0,1,3.188,False
qutebrowser/qutebrowser,8e08f046aeffb38445cc659050f7a083b4a9649c,225,1146,1,124,0,600,0,0,0,1,2.526,False
qutebrowser/qutebrowser,c97257cac01d9f7d67fb42d0344cb4332c7a0833,226,1203,1,143,0,621,0,0,0,1,1.918,False
qutebrowser/qutebrowser,21b20116f5872490bfbba4cf9cbdc8410a8a1d7d,222,1132,1,122,0,595,0,0,0,1,2.402,False
qutebrowser/qutebrowser,a19634474246739027f826968ea34e720c0ec987,249,1567,1,165,0,952,0,0,0,1,2.037,False
qutebrowser/qutebrowser,08604f5a871e7bf2332f24552895a11b7295cee9,215,1087,1,124,0,568,0,0,0,1,1.876,False
qutebrowser/qutebrowser,e545faaf7b18d451c082f697675f0ab0e7599ed1,214,1057,1,121,0,550,0,0,0,1,2.659,False
qutebrowser/qutebrowser,10cb81e81a3782b56ced3d00d7f5b912841b80a2,249,1566,1,165,0,951,0,0,0,1,2.925,False
qutebrowser/qutebrowser,6c653125d95a26db53471dba1bc331aee3b0477e,208,964,3,64,0,497,0,0,0,1,2.266,False
qutebrowser/qutebrowser,a0710124a1790237aa4f2a17e2f7011a074143b4,228,1185,1,130,0,614,0,0,0,1,2.442,False
qutebrowser/qutebrowser,0e624e64695e8f566c7391f65f737311aeb6b2eb,218,1103,1,123,0,578,0,0,0,1,2.482,False
qutebrowser/qutebrowser,a6171337f956048daa8e72745b755a40b607a4f4,249,1566,1,165,0,951,0,0,0,1,2.876,False
qutebrowser/qutebrowser,2a10461ca473838cbc3bf6b92501324470d4f521,251,1575,1,166,0,955,0,0,0,1,2.895,False
qutebrowser/qutebrowser,e46adf32bdf880385319cb701d926fec6899046d,218,1102,1,123,0,578,0,0,0,1,2.038,False
scikit-learn/scikit-learn,33a1f1690e7a7007633f59b6bee32017f4229864,626,2577,4,153,158,2798,0,0,0,0,8.462,True
scikit-learn/scikit-learn,af8a6e592a1a15d92d77011856d5aa0ec4db4c6c,534,1818,2,104,99,2363,0,0,0,0,5.234,False
scikit-learn/scikit-learn,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0,618,2507,4,147,141,3300,0,0,0,0,6.54,False
scikit-learn/scikit-learn,4aded39b5663d943f6a4809abacfa9cae3d7fb6a,525,1762,2,102,95,2278,0,0,0,0,5.093,False
scikit-learn/scikit-learn,b34751b7ed02b2cfcc36037fb729d4360480a299,515,1757,2,120,94,2269,0,0,0,0,4.672,False
scikit-learn/scikit-learn,fdbaa58acbead5a254f2e6d597dc1ab3b947f4c6,535,1820,2,104,99,2368,0,0,0,0,5.975,False
scikit-learn/scikit-learn,9f0b959a8c9195d1b6e203f08b698e052b426ca9,544,1800,5,130,68,2314,0,0,0,0,6.919,False
scikit-learn/scikit-learn,dd69361a0d9c6ccde0d2353b00b86e0e7541a3e3,505,1811,3,121,103,2325,0,0,0,0,4.414,False
scikit-learn/scikit-learn,3eacf948e0f95ef957862568d87ce082f378e186,525,1758,2,103,95,2271,0,0,0,0,8.057,False
scikit-learn/scikit-learn,10dbc142bd17ccf7bd38eec2ac04b52ce0d1009e,618,2527,4,148,144,3338,0,0,0,0,9.81,False
scikit-learn/scikit-learn,1c8668b0a021832386470ddf740d834e02c66f69,544,1801,5,130,68,2316,0,0,0,0,4.799,False
scikit-learn/scikit-learn,a5743ed36fbd3fbc8e351bdab16561fbfca7dfa1,515,1750,2,102,93,2255,0,0,0,0,5.582,False
scikit-learn/scikit-learn,67d06b18c68ee4452768f8a1e868565dd4354abf,499,1783,7,64,105,2288,0,0,0,0,5.437,False
scikit-learn/scikit-learn,3d997697fdd166eff428ea9fd35734b6a8ba113e,515,1711,2,102,94,2206,0,0,0,0,7.738,False
scikit-learn/scikit-learn,f7eea978097085a6781a0e92fc14ba7712a52d75,617,2496,4,147,143,3291,0,0,0,0,9.702,False
scikit-learn/scikit-learn,e886ce4e1444c61b865e7839c9cff5464ee20ace,619,2528,4,149,145,3341,0,0,0,0,10.294,False
scikit-learn/scikit-learn,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64,618,2530,4,148,144,3343,0,0,0,0,9.757,False
scikit-learn/scikit-learn,06632c0d185128a53c57ccc73b25b6408e90bb89,529,1779,2,103,99,2306,0,0,0,0,4.685,False
scikit-learn/scikit-learn,97523985b39ecde369d83352d7c3baf403b60a22,499,1783,7,64,105,2288,0,0,0,0,3.911,False
scikit-learn/scikit-learn,a7b8b9e9e16d4e15fabda5ae615086c2e1c47d8a,543,1792,5,130,68,2307,0,0,0,0,4.569,False
scikit-learn/scikit-learn,a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,551,1841,4,135,71,2368,0,0,0,0,4.624,False
sphinx-doc/sphinx,8ef07089eeb3082f23338f18519d8cc96fd38b43,215,1237,6,95,0,1307,0,0,0,0,4.351,True
sphinx-doc/sphinx,9ed054279aeffd5b1d0642e2d24a8800389de29f,184,1025,8,64,4,1032,0,0,0,0,3.393,False
sphinx-doc/sphinx,e05cef574b8f23ab1b57f57e7da6dee509a4e230,184,1025,8,64,4,1031,0,0,0,0,2.892,False
sphinx-doc/sphinx,232dbe41c5250eb7d559d40438c4743483e95f15,184,1026,8,64,4,1033,0,0,0,0,4.178,False
sphinx-doc/sphinx,ac2b7599d212af7d04649959ce6926c63c3133fa,175,1009,6,82,0,1018,0,0,0,0,3.631,False
sphinx-doc/sphinx,71db08c05197545944949d5aa76cd340e7143627,174,1013,6,82,3,1014,0,0,0,0,5.113,False
sphinx-doc/sphinx,b19bce971e82f2497d67fdacdeca8db08ae0ba56,189,1046,8,73,4,1051,0,0,0,0,4.193,False
sphinx-doc/sphinx,f35d2a6cc726f97d0e859ca7a0e1729f7da8a6c8,179,1028,8,63,3,1028,0,0,0,0,5.209,False
sphinx-doc/sphinx,795747bdb6b8fb7d717d5bbfc2c3316869e66a73,188,1038,8,71,4,1054,0,0,0,0,4.427,False
sphinx-doc/sphinx,82ef497a8c88f0f6e50d84520e7276bfbf65025d,189,1050,8,73,4,1056,0,0,0,0,3.901,False
sphinx-doc/sphinx,8ec06e9a1bd862cd713b9db748e039ccc7b3e15b,184,1023,8,64,4,1029,0,0,0,0,3.574,False
sphinx-doc/sphinx,dd1615c59dc6fff633e27dbb3861f2d27e1fb976,189,1046,8,73,4,1051,0,0,0,0,3.635,False
sphinx-doc/sphinx,f050a7775dfc9000f55d023d36d925a8d02ccfa8,184,1026,8,64,4,1034,0,0,0,0,3.934,False
sphinx-doc/sphinx,6cb783c0024a873722952a67ebb9f41771c8eb6d,177,1017,6,82,0,1028,0,0,0,0,3.004,False
sphinx-doc/sphinx,27ac10de04697e2372d31db5548e56a7c6d9265d,188,1031,8,71,4,1046,0,0,0,0,3.03,False
sphinx-doc/sphinx,81a4fd973d4cfcb25d01a7b0be62cdb28f82406d,184,1026,8,64,4,1034,0,0,0,0,3.949,False
sphinx-doc/sphinx,4b452338f914d4f6b54704222d70ae8a746e3db5,182,980,8,65,4,985,0,0,0,0,4.183,False
sphinx-doc/sphinx,aca3f825f2e4a8817190f3c885a242a285aa0dba,187,1015,8,69,4,1029,0,0,0,0,5.051,False
sphinx-doc/sphinx,b3e26a6c851133b82b50f4b68b53692076574d13,187,1014,8,69,4,1029,0,0,0,0,4.554,False
sphinx-doc/sphinx,6c38f68dae221e8cfc70c137974b8b88bd3baaab,184,1025,8,64,4,1032,0,0,0,0,4.752,False
sphinx-doc/sphinx,9988d5ce267bf0df4791770b469431b1fb00dcdd,188,1027,8,69,4,1042,0,0,0,0,4.575,False
sympy/sympy,1b067d20fdb512f337a8b838eb0c74498720a472,856,7000,9,579,8,8120,0,0,17,0,30.343,True
sympy/sympy,63f8f465d48559fecb4e4bf3c48b75bf15a3e0ef,784,5095,8,489,22,6206,0,0,16,0,54.692,False
sympy/sympy,30379ea6e225e37833a764ac2da7b7fadf5fe374,671,4240,11,431,1,5205,0,0,0,0,28.749,False
sympy/sympy,a3475b3f9ac662cd425157dd3bdb93ad7111c090,859,6816,7,551,22,7866,0,0,16,0,22.367,False
sympy/sympy,7121bdf1facdd90d05b6994b4c2e5b2865a4638a,675,4293,11,432,1,5290,0,0,0,0,18.952,False
sympy/sympy,d7c3045115693e887bcd03599b7ca4650ac5f2cb,627,3842,11,392,1,4758,0,0,0,0,4.998,False
sympy/sympy,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,780,5078,7,485,22,6178,0,0,16,0,15.806,False
sympy/sympy,2dfa7457f20ee187fbb09b5b6a1631da4458388c,636,3936,10,402,1,4878,0,0,0,0,4.853,False
sympy/sympy,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813,853,5592,7,550,22,6818,0,0,16,0,16.446,False
sympy/sympy,479939f8c65c8c2908bbedc959549a257a7c0b0b,630,3874,11,395,1,4796,0,0,0,0,5.553,False
sympy/sympy,b4777fdcef467b7132c055f8ac2c9a5059e6a145,843,5475,7,541,22,6710,0,0,16,0,16.556,False
sympy/sympy,c0e85160406f9bf2bcaa2992138587668a1cd0bc,801,5267,7,506,22,6392,0,0,16,0,16.384,False
sympy/sympy,33b47e4bd60e2302e42616141e76285038b724d6,807,5251,7,504,22,6375,0,0,16,0,16.26,False
sympy/sympy,a5e6a101869e027e7930e694f8b1cfb082603453,675,4289,11,432,1,5284,0,0,0,0,18.843,False
sympy/sympy,28d913d3cead6c5646307ffa6540b21d65059dfd,732,4747,9,461,1,5836,0,0,18,0,16.114,False
sympy/sympy,c807dfe7569692cad24f02a08477b70c1679a4dd,631,3890,10,398,1,4815,0,0,0,0,4.958,False
sympy/sympy,70381f282f2d9d039da860e391fe51649df2779d,757,4982,7,475,1,6133,0,0,18,0,16.029,False
sympy/sympy,193e3825645d93c73e31cdceb6d742cc6919624d,838,6507,6,557,10,7555,0,0,17,0,8.567,False
sympy/sympy,1d3327b8e90a186df6972991963a5ae87053259d,737,4866,9,477,1,5989,0,0,18,0,16.99,False
sympy/sympy,c6753448b5c34f95e250105d76709fe4d349ca1f,698,4503,11,443,1,5523,0,0,0,0,19.126,False
sympy/sympy,9cbea134220b0b951587e11b63e2c832c7246cbc,716,4591,10,453,1,5631,0,0,0,0,21.613,False
