repo_key,sha,nodes,edges,clumps,files_in_loops,unresolved_internal,internal_statements,parse_failures,read_failures,skipped_non_identifier,skipped_duplicate,build_seconds,is_pinned
aws-cloudformation/cfn-lint,374d5f5c3a5dff429c14d9dce2e709ac52527f3e,879,854,4,49,1,854,0,0,0,0,3.359,False
aws-cloudformation/cfn-lint,700563cda182416a6c99af4bcaa96077c2412465,1904,891,4,50,1,892,0,0,0,0,5.038,False
aws-cloudformation/cfn-lint,8f1d89a6acab43cfa6a6e1931442ba362d48617a,867,825,4,48,1,827,0,0,0,0,3.306,False
aws-cloudformation/cfn-lint,58dc21c83ff28a683cbbf5cede11a916a2ff77e6,1896,889,4,49,1,890,0,0,0,0,4.681,False
aws-cloudformation/cfn-lint,07652d4a4133e825aeeb09973398575b25713c82,1146,884,4,49,1,884,0,0,0,0,3.482,False
aws-cloudformation/cfn-lint,eeb12087fb278a67f263fb9f3cc495959112ef8c,879,854,4,49,1,854,0,0,0,0,3.325,False
aws-cloudformation/cfn-lint,36ff520aba444d75a9bcb34e1a12661ecece9ebf,836,755,3,46,1,757,0,0,0,0,3.297,False
aws-cloudformation/cfn-lint,8ea6c9ccdb70f2ed05c3b61c9f83690ebc079c4c,2002,954,3,55,1,955,0,0,0,0,5.335,False
azure/azure-cli,85c0e4c8fb21e26a4984cad3b21a5e22a6a8b92b,60,7,0,0,0,7,0,0,570,0,1.456,True
azure/azure-cli,27816f4891c85592ad6f06bcc94008fa7d144b69,47,3,0,0,0,3,0,0,531,0,0.774,False
azure/azure-cli,4417fb03c91b0caa5f88a72ca0372d5931c072d9,56,6,0,0,0,6,0,0,475,0,0.624,False
azure/azure-cli,01bbaf048c7669c024ece5e84c9360d829624574,49,3,0,0,0,3,0,0,516,0,0.582,False
azure/azure-cli,a8395ea70322dbf535d474d52ebf3d625a6cbdf0,54,5,0,0,0,5,0,0,508,0,0.596,False
azure/azure-cli,3079f47653297161fd877f994cfaa0bc202f039f,55,5,0,0,0,5,0,0,539,0,0.516,False
azure/azure-cli,e80e204a01bf4f32c17d8f89a955c3dd49eaa7ec,57,7,0,0,0,7,0,0,509,0,0.394,False
azure/azure-cli,62dab24154f910ff7f3ef2b6b3783945b58e9098,47,3,0,0,0,3,0,0,593,0,0.656,False
azure/azure-cli,c024331912bbf467725d76d437557ebc6e4aba17,57,7,0,0,0,7,0,0,510,0,0.645,False
azure/azure-cli,d79710730933432d2c8ccd722d31fbbf75845ce0,50,3,0,0,0,3,0,0,404,0,0.458,False
beeware/briefcase,589adce8a799c2afd2e819dfc0730d0bdb03a145,76,231,1,13,8,224,0,0,0,0,1.646,True
beeware/briefcase,bfe5f893f4f2bd7e8256fd229cbfefb27c2dddc1,76,229,1,13,8,222,0,0,0,0,0.926,False
beeware/briefcase,5483fd9a4d61f90f932a845311c6f820a1566cd3,61,200,1,13,0,187,0,0,0,0,1.132,False
beeware/briefcase,f69c998d3eb61e06ba3f4a33ac7049008bc4d22c,76,225,1,13,8,219,0,0,0,0,1.412,False
beeware/briefcase,6a562dbc931c2b764d797b83e60a10aea07d0290,76,225,1,13,8,219,0,0,0,0,0.55,False
beeware/briefcase,80d08a54a42bc6ba5dce85e42f025dcd916c175d,76,231,1,13,8,224,0,0,0,0,1.193,False
beeware/briefcase,405c8b6f884c3e47f0107e5de8b41d2440bb8456,61,200,1,13,0,187,0,0,0,0,0.963,False
beeware/briefcase,8ddd7dbff44bf989d1ed92146d47219d61f36b23,60,150,0,0,0,138,0,0,0,0,0.932,False
beeware/briefcase,4005202304fdef04a5e87de2e8b09c9de506dcae,75,226,1,13,8,220,0,0,0,0,1.286,False
beeware/briefcase,79faf75b5155e8f4090ed0468903f207d931dd29,60,150,0,0,0,138,0,0,0,0,0.708,False
beeware/briefcase,e6954efaea4b10a84a2437ba3d0f63842cd484a6,60,181,1,11,0,169,0,0,0,0,0.991,False
beeware/briefcase,96479a0cab4814ea5ed359d2431628d145e86698,61,200,1,13,0,187,0,0,0,0,0.942,False
beeware/briefcase,f366e9cc11d9f8196454356af8d4bd40f0d1d6f1,75,226,1,13,8,220,0,0,0,0,1.032,False
beeware/briefcase,d6986051cdbb17c42249d61f2ca20c3154d24edd,59,197,1,12,0,184,0,0,0,0,1.004,False
beeware/briefcase,3eb7226b6e519c691aa31760cac2c8237ab95991,75,226,1,13,8,220,0,0,0,0,0.903,False
beeware/briefcase,a898beaed7126f07b3a0ae21df8b291d512f798f,75,226,1,13,8,220,0,0,0,0,0.84,False
beeware/briefcase,7d689209e70625938af7549bdd17feac79436b2f,75,220,1,13,8,211,0,0,0,0,1.066,False
beeware/briefcase,f33e6970b9a74e21726a4774db803ccddad27eb1,62,148,0,0,0,136,0,0,0,0,0.82,False
beeware/briefcase,8acc982527cefbffae5bbc46c9b1221a2b66c723,75,226,1,13,8,220,0,0,0,0,0.985,False
beeware/briefcase,2f9f79b13e716902804740a20f1526ba4b1e14b1,60,181,1,11,0,169,0,0,0,0,0.834,False
beeware/briefcase,219e06736e0fea106ea6b111233f24923d4cb7af,60,150,0,0,0,138,0,0,0,0,0.667,False
borgbackup/borg,5a87b41e370b2f18b7b9d75a3cca98e8a32768d2,147,646,1,23,191,1000,0,0,0,0,3.501,True
borgbackup/borg,ae417cccf6a2653c010a1f379f3fdef8e55d7ccd,82,296,2,22,130,496,0,0,0,0,2.119,False
borgbackup/borg,1428ffeae90aea899b70ee0cd96812bf7286d6e0,139,607,1,21,190,929,0,0,0,0,2.909,False
borgbackup/borg,eaf90cb73dfbe2e7996ae444d5c6bffd0ea89f7a,56,158,2,12,87,310,0,0,1,0,1.505,False
borgbackup/borg,e6d40f63d46b7fa9b4e3f549d66fdc5ffa1fd972,68,203,3,17,100,412,0,0,1,0,1.825,False
borgbackup/borg,e5e360d5b61c2b91e136a0c59319561190685011,82,296,2,22,130,496,0,0,0,0,1.533,False
borgbackup/borg,b04b4438bf2905cc95e4aec2caa8487414b47b0a,139,604,1,21,189,925,0,0,0,0,2.12,False
borgbackup/borg,269b94828458dfcea6c684e925ec61d9d16bd214,78,290,2,23,147,499,0,0,0,0,1.722,False
borgbackup/borg,c2b6ccf9bbf230e2465f0e18bd2833a573e86f52,68,204,3,17,99,409,0,0,1,0,1.525,False
borgbackup/borg,852172f5ce12d0a709e2e8884356a9a3378a71b9,137,600,1,20,189,925,0,0,0,0,2.215,False
borgbackup/borg,2dcbe02e5ae2c5674b350866b145c028966e1664,56,159,2,12,87,312,0,0,1,0,1.1,False
borgbackup/borg,7c20bb52d1085a27bc75496c313679a045b058e3,142,608,1,20,187,935,0,0,0,0,2.468,False
borgbackup/borg,5a667d6f6aad54ba1246fee4dbf54a67f75b80f4,56,159,2,12,87,312,0,0,1,0,1.035,False
borgbackup/borg,e69568309599bd88313c8e5c756296063a9b7e9b,138,600,1,19,190,931,0,0,0,0,2.061,False
borgbackup/borg,6b02c05f2b644320850fb040c2631b3090bb6db6,139,607,1,21,190,929,0,0,0,0,1.895,False
borgbackup/borg,8dc52b23dbf1ebe54e827fc545db01dc4f830d5f,139,605,1,21,189,926,0,0,0,0,1.419,False
borgbackup/borg,abd3b476de9ea6301fc2d892d377b215b087dd84,68,204,3,17,99,409,0,0,1,0,1.626,False
borgbackup/borg,a3e99a2b512d3d78d3aa7d4e8d9c652dc67ae745,78,293,2,23,148,502,0,0,0,0,1.989,False
borgbackup/borg,2181103c3f9fdfff7fbaadbde3bffe203547b404,83,298,2,22,131,499,0,0,0,0,1.659,False
borgbackup/borg,9263705de74cfa26be4e2a6395d1d6ae2ff70428,139,608,1,21,190,932,0,0,0,0,2.45,False
bridgecrewio/checkov,342c86dd97b8b75a077007586c8bd91abe962bfe,2491,5675,11,128,0,5736,0,0,1,0,7.921,True
bridgecrewio/checkov,d07fdc994015772a9fa0dc1a12d1391b5765916c,2325,5270,10,119,0,5327,0,0,1,0,12.169,False
bridgecrewio/checkov,e1a17d5af24185b8bc1952c8c46af130fce90794,2455,5559,10,124,0,5618,0,0,1,0,11.236,False
bridgecrewio/checkov,ea3ab628b456c0d8d401f37b568c90628a39e33a,2447,5540,10,124,0,5600,0,0,1,0,7.704,False
bridgecrewio/checkov,cb2283feaea643b822267526336ce20e67fb983e,2487,5656,11,128,0,5716,0,0,1,0,8.703,False
bridgecrewio/checkov,808f3e95d3c6de42e70de5a3789bfef386077573,1072,2330,5,10,0,2338,0,0,0,0,10.945,False
bridgecrewio/checkov,8b0f288ae10065b5f40673d904f2204c5a3ec770,2487,5659,11,128,0,5719,0,0,1,0,27.251,False
bridgecrewio/checkov,9e99247da3d2f1e775789b5ce08add155f1e5b01,2457,5567,10,124,0,5626,0,0,1,0,8.16,False
bridgecrewio/checkov,439d03c1a8e6186077d9d363a945fc5fde2b6057,251,422,0,0,0,421,0,0,0,0,2.704,False
bridgecrewio/checkov,fd4e896ee9b632e9bd85e4abb5d5250ed4b5ea67,2329,5274,10,118,0,5333,0,0,1,0,24.843,False
bridgecrewio/checkov,53d4eebf3493703c42035e9efea89fdf8050fb43,155,234,0,0,0,233,0,0,0,0,1.396,False
bridgecrewio/checkov,e3cbb34c9c312a0310b032b7ca4956a10b61a0f7,875,1756,0,0,0,1760,0,0,0,0,9.369,False
bridgecrewio/checkov,a902244a6743eff627eaf485e01ae6ae0a9f24d5,2347,5314,10,118,0,5373,0,0,1,0,23.807,False
bridgecrewio/checkov,7019fcfa760456261d6148846e0ce941fa6ccfc9,407,756,0,0,0,755,0,0,0,0,3.629,False
bridgecrewio/checkov,9f448d714432d3118a00a453c76dd8762aa284ab,1089,2364,5,10,0,2372,0,0,1,0,12.249,False
bridgecrewio/checkov,f73de91a10c4c02bbd6b3238fd2c2184ec4786af,2441,5523,10,124,0,5583,0,0,1,0,23.89,False
bridgecrewio/checkov,ddf2b88dfa506fb43a73cc9f64dc7377a679c0b3,2485,5656,11,128,0,5716,0,0,1,0,9.397,False
bridgecrewio/checkov,415fa65362b1b51b569a2f8348a5981614acf422,942,1986,2,4,0,1991,0,0,0,0,9.314,False
bridgecrewio/checkov,63a441563ff271fd675bb05c77e1620dbfd865a9,258,439,0,0,0,438,0,0,0,0,2.451,False
canonical/charmcraft,389f8ca582592c9a65a19ffa0d522a677174f094,79,179,2,21,1,149,0,0,2,0,1.57,True
canonical/charmcraft,ff36d80d6bb160dec17cb6067c34fbb600b96798,86,242,2,28,1,205,0,0,1,0,1.499,False
canonical/charmcraft,43241f1e12adda17c61245c6c6ed93e354b8e932,38,95,2,5,0,83,0,0,0,0,0.678,False
canonical/charmcraft,0ab0cc25005a65cad2f00f37e925cdae6d9398a7,79,179,2,21,1,149,0,0,2,0,0.864,False
canonical/charmcraft,a95394f28ff6c0b974d39baa44f6d34530fd6a5f,40,102,1,3,0,86,0,0,1,0,0.69,False
canonical/charmcraft,2d1e6d367ccf20a4debb0cbb3715c315dfcd390e,87,243,2,28,1,206,0,0,1,0,1.074,False
canonical/charmcraft,4a3cbacbd5a1cae3cd1076e2ff8ba93f3e49f3e7,71,166,2,17,1,138,0,0,1,0,0.756,False
canonical/charmcraft,acf98be9c75e25e31050b8c40381e4c08e11245f,63,156,2,14,0,131,0,0,1,0,1.076,False
canonical/charmcraft,754050ef4091ed4f1aeaf58934850deb50d046aa,33,78,1,3,0,61,0,0,1,0,0.471,False
canonical/charmcraft,57858344491374f189c8c277a2f6a2fe4c8d77d3,46,113,2,11,0,102,0,0,1,0,0.789,False
canonical/charmcraft,8f64d66a11bbba33604af734946cc730fcac9540,87,242,2,28,1,205,0,0,1,0,1.071,False
canonical/charmcraft,51a55f7320370179bb48b4e5f6cd02a9de46cc13,87,242,2,28,1,205,0,0,1,0,0.506,False
canonical/charmcraft,d2fcbfd55cce43aef5247ffa8af52ea6149dde44,71,166,2,17,1,138,0,0,1,0,0.661,False
canonical/charmcraft,6d0d9ce4d7656fe77df8b322f30c892ef212862a,79,179,2,21,1,149,0,0,1,0,0.84,False
canonical/charmcraft,2fa3602fa2455c132418486ef35886d0201956f9,63,148,2,15,0,130,0,0,1,0,1.059,False
canonical/charmcraft,c29dbccfa82989ba1bf97823e135bd590e125bb6,71,166,2,17,1,138,0,0,1,0,1.115,False
canonical/charmcraft,ac08e98e5dd6d0764beba24275193004bdc3df2d,87,242,2,28,1,205,0,0,1,0,0.768,False
canonical/charmcraft,e5ac156c3ae6d335cb78b4494f3dac8386bd2798,33,78,1,3,0,61,0,0,1,0,0.439,False
canonical/charmcraft,7790c04425256960b954ec62747154f69402ec8a,40,102,1,3,0,86,0,0,1,0,0.414,False
cloud-custodian/cloud-custodian,9a38db80b0ad2947e0e6a5dcc67577872f2524bc,621,1570,4,39,2,1617,0,0,8,0,13.295,True
cloud-custodian/cloud-custodian,b3f4660c3b1104e00f1a63fc6142aa0b3589e199,401,935,3,27,2,960,0,0,4,0,8.469,False
cloud-custodian/cloud-custodian,898910ea9fb3643a72a88ff3ff839d4c75dd1eed,401,935,3,27,2,960,0,0,4,0,2.807,False
cloud-custodian/cloud-custodian,80a8bbdb99472241754781a08945df9fe6bcd73c,401,929,3,27,2,954,0,0,4,0,3.704,False
cloud-custodian/cloud-custodian,5f0b86d17ba7056759e2987d01b827d2267e44c5,399,916,3,26,2,942,0,0,4,0,5.582,False
cloud-custodian/cloud-custodian,577aefaf34557a445470be106c954e5d667dc36e,400,919,3,26,2,946,0,0,4,0,4.974,False
cloud-custodian/cloud-custodian,d3596445a82b76a722dc3244bb18770258109a8a,401,918,3,26,2,946,0,0,4,0,5.039,False
cloud-custodian/cloud-custodian,097a06f45b00781be9687fa08387e64c866c1ef6,430,1041,3,33,2,1067,0,0,5,0,8.395,False
cloud-custodian/cloud-custodian,91f2016bfe3a595ec2b0a73695ebce8ad962175c,401,930,3,27,2,955,0,0,4,0,6.54,False
cloud-custodian/cloud-custodian,c9a61ade52b5d6eb4c32ede4e2c69220ea38bcd7,401,928,3,27,2,953,0,0,4,0,2.279,False
conan-io/conan,f4513c503371e5c5c6ba7ac27603bcc7cb0b89ff,361,1286,6,115,0,1327,0,0,0,0,6.606,True
conan-io/conan,3a53d711221524c14ce7add50e4b1894383cf6fa,232,876,5,25,0,886,0,0,0,0,3.744,False
conan-io/conan,8ebf1ca548854919398c38d9f15912ad01f3b18a,330,1144,5,90,0,1160,0,0,0,0,5.029,False
conan-io/conan,e9e4bb13e821470f28411742f1de179a796bc005,341,1227,5,88,0,1242,0,0,0,0,4.075,False
conan-io/conan,2035d2848ea3ba4dd2533a602d9a2f88487f942e,333,1169,5,92,0,1186,0,0,0,0,3.782,False
conan-io/conan,0597c50d8ca21c219f8187b8396954b8f74fbb16,328,1154,5,91,0,1171,0,0,0,0,2.938,False
conan-io/conan,52a41eaefb06cae7cacce096713534690ecd347b,330,1144,5,90,0,1160,0,0,0,0,3.073,False
conan-io/conan,025c796756241ba9bed8c979e72930afa712b299,355,1237,7,111,0,1279,0,0,0,0,4.323,False
conan-io/conan,32718f18e917edad561dd1058c1479894b0191f7,320,1075,5,73,0,1091,0,0,0,0,4.082,False
conan-io/conan,2e3f51782056b6665560f9af6166e30d7c2801ab,334,1185,6,83,0,1199,0,0,0,0,3.859,False
conan-io/conan,003e2cfb746dbc83370758c192edacebd761472b,341,1227,5,88,0,1242,0,0,0,0,3.011,False
conan-io/conan,216d3acf9a0047a258ac2f3a0645f2dc9a04c630,335,1161,5,90,0,1177,0,0,0,0,3.341,False
conan-io/conan,aa4920ec0935511b0f3d8f57040b70c00996e0c4,341,1225,5,88,0,1240,0,0,0,0,3.404,False
conan-io/conan,442d11232b52a24b97a0470b7e17a1bdb3ec97ea,371,1384,6,46,0,1418,0,0,0,0,6.246,False
conan-io/conan,dcdc6aef0470ac5c013c6c29541b308ad34a6ebf,353,1241,7,112,0,1282,0,0,0,0,4.849,False
conan-io/conan,767012b66a61ff350f8bd021e338bd504c3e222b,323,1119,5,93,0,1137,0,0,0,0,3.865,False
conan-io/conan,d99c7149ff64c2dd98b5d9752f5308f8ffd70474,336,1162,5,90,0,1178,0,0,0,0,2.926,False
conan-io/conan,84d3c55cf7036c445621592e200b3e16c2147a3e,224,863,4,21,0,870,0,0,0,0,3.17,False
conan-io/conan,f31647f3ef2feaabc91b2875d540ae48d2a4a4c8,334,1159,5,90,0,1175,0,0,0,0,3.847,False
conan-io/conan,256c14775b6281dec546aec1aa4c5973fe0d3ac8,224,863,4,21,0,870,0,0,0,0,2.343,False
dask/dask,0e1418f02576c81d80c96e9fbed31257345a9e5f,182,1062,1,141,0,1222,0,0,1,0,4.978,True
dask/dask,d86545992a7b81fc92a8bd63e0f02c6d95419585,127,669,1,88,0,797,0,0,1,0,3.127,False
dask/dask,771a045cd9196b37af54bee16761da7330c943a6,99,413,3,53,11,493,0,0,0,0,2.452,False
dask/dask,0ecef985bb7c75e02b0bc50aa1564f004103b0d1,105,476,2,65,10,570,0,0,0,0,2.645,False
dask/dask,b88fbbbb22722b24331c5b4ce76f522c069fdd92,182,1063,1,141,0,1224,0,0,1,0,4.036,False
dask/dask,1ba9c5bf9d0b005b89a04804f29c16e5f0f2dadf,128,697,1,89,0,832,0,0,1,0,3.086,False
dask/dask,44c75d08f6b693c53315c7926b5681af33696f5d,130,741,1,96,0,890,0,0,1,0,2.93,False
dask/dask,5a7f4524217d0d3ee9e44b6b6513264de7f16171,107,483,2,66,10,577,0,0,0,0,2.614,False
dask/dask,5f61f7f79b861be5ffdbf59950889166628a8fa6,107,482,2,66,10,576,0,0,0,0,1.412,False
dask/dask,2b7945ed783bc1be7bb67ab78b4ca246adfa9804,108,488,2,67,10,582,0,0,0,0,1.643,False
dask/dask,9a1f92801eebeefba4481fa5c9fc00badeee148a,88,377,2,44,11,455,0,0,0,0,2.038,False
dask/dask,519b62fed6fa577a52b9273e11ccd9ba6d49644b,111,504,2,69,10,603,0,0,0,0,2.844,False
dask/dask,37c3ae2e091412f5e2fdf3c957c383e89e4c8bb2,87,348,2,41,9,409,1,0,0,0,1.986,False
dask/dask,9634da11a5a6e5eb64cf941d2088aabffe504adb,120,586,1,84,12,717,0,0,0,0,3.394,False
