task_id,instance_id,repo_key,source,key_files,key_lines,key_tokens,repo_files,repo_tokens
aws-cloudformation__cfn-lint-3731::src/cfnlint/jsonschema/_resolvers_cfn.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,co_edited,2,236,1521,889,845074
aws-cloudformation__cfn-lint-3731::src/cfnlint/jsonschema/_resolvers_cfn.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,symbol,2,904,7670,889,845074
aws-cloudformation__cfn-lint-3731::src/cfnlint/rules/functions/GetAtt.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,co_edited,2,498,3300,889,845074
aws-cloudformation__cfn-lint-3731::src/cfnlint/rules/functions/GetAtt.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,symbol,2,1166,9449,889,845074
aws-cloudformation__cfn-lint-3731::src/cfnlint/rules/outputs/Value.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,co_edited,2,608,4111,889,845074
aws-cloudformation__cfn-lint-3731::src/cfnlint/rules/outputs/Value.py,aws-cloudformation__cfn-lint-3731,aws-cloudformation/cfn-lint,symbol,3,1339,10615,889,845074
aws-cloudformation__cfn-lint-3552::src/cfnlint/context/conditions/_conditions.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,co_edited,3,1854,13813,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/context/conditions/_conditions.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,symbol,9,2778,21513,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/jsonschema/_filter.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,co_edited,3,1808,13433,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/jsonschema/_filter.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,symbol,9,2732,21133,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/jsonschema/validators.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,co_edited,3,1555,11699,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/jsonschema/validators.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,symbol,9,2479,19399,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/template/template.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,co_edited,3,693,4798,867,810491
aws-cloudformation__cfn-lint-3552::src/cfnlint/template/template.py,aws-cloudformation__cfn-lint-3552,aws-cloudformation/cfn-lint,symbol,9,1617,12498,867,810491
aws-cloudformation__cfn-lint-3855::src/cfnlint/rules/conditions/EqualsIsUseful.py,aws-cloudformation__cfn-lint-3855,aws-cloudformation/cfn-lint,symbol,1,344,2180,1896,873021
aws-cloudformation__cfn-lint-3639::src/cfnlint/rules/functions/GetAtt.py,aws-cloudformation__cfn-lint-3639,aws-cloudformation/cfn-lint,symbol,4,193,1261,879,822053
aws-cloudformation__cfn-lint-3450::src/cfnlint/rules/resources/PrimaryIdentifiers.py,aws-cloudformation__cfn-lint-3450,aws-cloudformation/cfn-lint,co_edited,1,534,3999,836,790332
aws-cloudformation__cfn-lint-3450::src/cfnlint/rules/resources/PrimaryIdentifiers.py,aws-cloudformation__cfn-lint-3450,aws-cloudformation/cfn-lint,symbol,3,1249,10397,836,790332
aws-cloudformation__cfn-lint-3450::src/cfnlint/schema/manager.py,aws-cloudformation__cfn-lint-3450,aws-cloudformation/cfn-lint,co_edited,1,163,1261,836,790332
aws-cloudformation__cfn-lint-3450::src/cfnlint/schema/manager.py,aws-cloudformation__cfn-lint-3450,aws-cloudformation/cfn-lint,symbol,3,878,7659,836,790332
aws-cloudformation__cfn-lint-4026::src/cfnlint/rules/resources/iam/Permissions.py,aws-cloudformation__cfn-lint-4026,aws-cloudformation/cfn-lint,co_edited,1,175,1126,2002,918244
aws-cloudformation__cfn-lint-4026::src/cfnlint/rules/resources/iam/Permissions.py,aws-cloudformation__cfn-lint-4026,aws-cloudformation/cfn-lint,symbol,5,1787,13725,2002,918244
aws-cloudformation__cfn-lint-4026::src/cfnlint/rules/resources/iam/StatementResources.py,aws-cloudformation__cfn-lint-4026,aws-cloudformation/cfn-lint,co_edited,1,88,620,2002,918244
aws-cloudformation__cfn-lint-4026::src/cfnlint/rules/resources/iam/StatementResources.py,aws-cloudformation__cfn-lint-4026,aws-cloudformation/cfn-lint,symbol,5,1700,13219,2002,918244
beeware__briefcase-2214::src/briefcase/commands/build.py,beeware__briefcase-2214,beeware/briefcase,co_edited,3,1343,10282,76,174561
beeware__briefcase-2214::src/briefcase/commands/build.py,beeware__briefcase-2214,beeware/briefcase,symbol,6,3304,25456,76,174561
beeware__briefcase-2214::src/briefcase/commands/create.py,beeware__briefcase-2214,beeware/briefcase,co_edited,3,475,3193,76,174561
beeware__briefcase-2214::src/briefcase/commands/create.py,beeware__briefcase-2214,beeware/briefcase,symbol,5,2276,17250,76,174561
beeware__briefcase-2214::src/briefcase/commands/package.py,beeware__briefcase-2214,beeware/briefcase,co_edited,3,1304,10089,76,174561
beeware__briefcase-2214::src/briefcase/commands/package.py,beeware__briefcase-2214,beeware/briefcase,symbol,6,3304,25456,76,174561
beeware__briefcase-2214::src/briefcase/commands/update.py,beeware__briefcase-2214,beeware/briefcase,co_edited,3,1387,10633,76,174561
beeware__briefcase-2214::src/briefcase/commands/update.py,beeware__briefcase-2214,beeware/briefcase,symbol,5,3188,24690,76,174561
beeware__briefcase-1387::src/briefcase/integrations/docker.py,beeware__briefcase-1387,beeware/briefcase,symbol,1,613,5208,61,126723
beeware__briefcase-2302::src/briefcase/platforms/macOS/app.py,beeware__briefcase-2302,beeware/briefcase,symbol,4,4454,34790,76,176081
beeware__briefcase-1373::src/briefcase/platforms/linux/appimage.py,beeware__briefcase-1373,beeware/briefcase,symbol,1,536,4203,61,126162
beeware__briefcase-927::src/briefcase/commands/create.py,beeware__briefcase-927,beeware/briefcase,co_edited,1,543,3905,60,88301
beeware__briefcase-927::src/briefcase/commands/create.py,beeware__briefcase-927,beeware/briefcase,symbol,1,543,3905,60,88301
beeware__briefcase-927::src/briefcase/commands/new.py,beeware__briefcase-927,beeware/briefcase,co_edited,1,813,6435,60,88301
beeware__briefcase-927::src/briefcase/commands/new.py,beeware__briefcase-927,beeware/briefcase,symbol,1,813,6435,60,88301
beeware__briefcase-1307::src/briefcase/integrations/android_sdk.py,beeware__briefcase-1307,beeware/briefcase,symbol,1,219,1450,61,123531
beeware__briefcase-1910::automation/src/automation/bootstraps/pyside6.py,beeware__briefcase-1910,beeware/briefcase,co_edited,2,1406,10878,75,166119
beeware__briefcase-1910::automation/src/automation/bootstraps/pyside6.py,beeware__briefcase-1910,beeware/briefcase,symbol,3,1578,11792,75,166119
beeware__briefcase-1910::src/briefcase/integrations/file.py,beeware__briefcase-1910,beeware/briefcase,co_edited,2,1246,9400,75,166119
beeware__briefcase-1910::src/briefcase/integrations/file.py,beeware__briefcase-1910,beeware/briefcase,symbol,3,1418,10314,75,166119
beeware__briefcase-1910::src/briefcase/platforms/macOS/__init__.py,beeware__briefcase-1910,beeware/briefcase,co_edited,2,264,2252,75,166119
beeware__briefcase-1910::src/briefcase/platforms/macOS/__init__.py,beeware__briefcase-1910,beeware/briefcase,symbol,3,436,3166,75,166119
beeware__briefcase-2089::src/briefcase/bootstraps/console.py,beeware__briefcase-2089,beeware/briefcase,co_edited,1,775,6416,75,169105
beeware__briefcase-2089::src/briefcase/bootstraps/console.py,beeware__briefcase-2089,beeware/briefcase,symbol,3,1648,13132,75,169105
beeware__briefcase-2089::src/briefcase/commands/convert.py,beeware__briefcase-2089,beeware/briefcase,co_edited,1,118,509,75,169105
beeware__briefcase-2089::src/briefcase/commands/convert.py,beeware__briefcase-2089,beeware/briefcase,symbol,3,991,7225,75,169105
beeware__briefcase-1598::src/briefcase/bootstraps/toga.py,beeware__briefcase-1598,beeware/briefcase,co_edited,1,1236,10032,75,145792
beeware__briefcase-1598::src/briefcase/bootstraps/toga.py,beeware__briefcase-1598,beeware/briefcase,symbol,5,3241,25271,75,145792
beeware__briefcase-1598::src/briefcase/platforms/linux/system.py,beeware__briefcase-1598,beeware/briefcase,co_edited,1,217,1275,75,145792
beeware__briefcase-1598::src/briefcase/platforms/linux/system.py,beeware__briefcase-1598,beeware/briefcase,symbol,4,2005,15239,75,145792
beeware__briefcase-2114::src/briefcase/bootstraps/base.py,beeware__briefcase-2114,beeware/briefcase,co_edited,2,885,6239,75,172097
beeware__briefcase-2114::src/briefcase/bootstraps/base.py,beeware__briefcase-2114,beeware/briefcase,symbol,5,2896,22348,75,172097
beeware__briefcase-2114::src/briefcase/bootstraps/console.py,beeware__briefcase-2114,beeware/briefcase,co_edited,2,873,6716,75,172097
beeware__briefcase-2114::src/briefcase/bootstraps/console.py,beeware__briefcase-2114,beeware/briefcase,symbol,5,2884,22825,75,172097
beeware__briefcase-2114::src/briefcase/commands/new.py,beeware__briefcase-2114,beeware/briefcase,co_edited,2,240,1563,75,172097
beeware__briefcase-2114::src/briefcase/commands/new.py,beeware__briefcase-2114,beeware/briefcase,symbol,5,2251,17672,75,172097
borgbackup__borg-6683::src/borg/archive.py,borgbackup__borg-6683,borgbackup/borg,symbol,1,1057,9211,82,328875
borgbackup__borg-2527::src/borg/archiver.py,borgbackup__borg-2527,borgbackup/borg,co_edited,3,3242,27165,56,231930
borgbackup__borg-2527::src/borg/archiver.py,borgbackup__borg-2527,borgbackup/borg,symbol,3,3242,27165,56,231930
borgbackup__borg-2527::src/borg/helpers.py,borgbackup__borg-2527,borgbackup/borg,co_edited,3,5255,52284,56,231930
borgbackup__borg-2527::src/borg/helpers.py,borgbackup__borg-2527,borgbackup/borg,symbol,3,5255,52284,56,231930
borgbackup__borg-2527::src/borg/logger.py,borgbackup__borg-2527,borgbackup/borg,co_edited,3,7020,66489,56,231930
borgbackup__borg-2527::src/borg/logger.py,borgbackup__borg-2527,borgbackup/borg,symbol,3,7020,66489,56,231930
borgbackup__borg-2527::src/borg/remote.py,borgbackup__borg-2527,borgbackup/borg,co_edited,3,6239,59259,56,231930
borgbackup__borg-2527::src/borg/remote.py,borgbackup__borg-2527,borgbackup/borg,symbol,3,6239,59259,56,231930
