repo,repo_key,dataset,instance_id,pr_number,base_commit,created_at,image,n_src_py_files_study,file_group,src_changed_lines_study,n_new_src_py_study,n_f2p,draw_rank
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,,5ee81338fcf7adbc1a8eda26dd8105a07825cb08,,,2,multi,88,0,3.0,11
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,709484969c8a4ffd74b839a673431a8c5caa6457,,,1,single,32,0,2.0,12
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,,3398c102b5c41d48d0cbc2d81f9c004f07ac3fcb,,,2,multi,84,0,15.0,13
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,,db2d5b09eff918e981c9e10787a5f2c500d1784f,,,1,single,148,0,33.0,14
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,,1503805b703787aba06111f67e7dc564e3420cad,,,1,single,113,0,11.0,15
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,,6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,,,5,multi,101,0,2.0,16
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2,,02e00aba3fd7b646a4f6d6af72159c2b366536bf,,,3,multi,34,0,4.0,17
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,,bddb9a7490b5e9475d0d01a8d906332e81789cde,,,1,single,91,0,8.0,18
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,,662d34b9a7a1b3ab1d4847eeaef201a005826aef,,,2,multi,44,0,5.0,19
ansible/ansible,ansible/ansible,swebench_pro,instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,,d63a71e3f83fc23defb97393367859634881b8da,,,1,single,21,0,3.0,20
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-13236,13236,6ed769d58d89380ebaa1ef52b300691eefda8928,2022-05-09 14:16:30+00:00,,1,single,7,0,2.0,1
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14096,14096,1a4462d72eb03f30dc83a879b1dd57aac8b2c18b,2022-12-04 17:06:07+00:00,,1,single,6,0,1.0,2
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-13977,13977,5250b2442501e6c671c6b380536f1edb352602d1,2022-11-01 22:24:58+00:00,,1,single,95,0,20.0,3
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14365,14365,7269fa3e33e8d02485a647da91a5a2a60a06af61,2023-02-06 19:20:34+00:00,,1,single,4,0,1.0,4
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-12907,12907,d16bfe05a744909de4b27f5875fe0d4ed41ce607,2022-03-03 15:14:54+00:00,,1,single,2,0,2.0,5
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14598,14598,80c3854a5f4f4a6ab86c03d9db7854767fcd83c1,2023-03-29 10:34:49+00:00,,1,single,4,0,1.0,6
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-13453,13453,19cc80471739bcb67b7e8099246b391c355023ee,2022-07-14 10:04:40+00:00,,1,single,2,0,1.0,7
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-7336,7336,732d89c2940156bdc0e200bb36dc38b5e424bcba,2018-03-28 15:31:32+00:00,,1,single,2,0,1.0,8
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-7671,7671,a7141cd90019b62688d507ae056298507678c058,2018-07-20 19:37:49+00:00,,1,single,9,0,1.0,9
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14309,14309,cdb66059a2feb44ee49021874605ba90801f9986,2023-01-23 22:34:01+00:00,,1,single,5,0,1.0,10
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-7166,7166,26d147868f8a891a6009a25cd6a8576d2e1bd747,2018-02-07 15:05:31+00:00,,1,single,10,0,1.0,11
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14539,14539,c0a24c1dc957a3b565294213f435fefb2ec99714,2023-03-16 18:45:19+00:00,,1,single,2,0,2.0,12
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-14995,14995,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,2023-06-27 19:48:18+00:00,,1,single,4,0,1.0,13
astropy/astropy,astropy/astropy,swebench_full,astropy__astropy-13579,13579,0df94ff7097961e92fd7812036a24b145bc13ca8,2022-08-26 15:06:53+00:00,,1,single,4,0,1.0,14
django/django,django/django,swebench_full,django__django-14089,14089,d01709aae21de9cd2565b9c52f32732ea28a2d98,2021-03-06 20:51:08+00:00,,1,single,3,0,1.0,1
django/django,django/django,swebench_full,django__django-14034,14034,db1fc5cd3c5d36cdb5d0fe4404efd6623dd3e8fb,2021-02-22 19:32:50+00:00,,1,single,14,0,1.0,2
django/django,django/django,swebench_full,django__django-11179,11179,19fc6376ce67d01ca37a91ef2f55ef769f50513a,2019-04-05 15:54:39+00:00,,1,single,1,0,1.0,3
django/django,django/django,swebench_full,django__django-16667,16667,02c356f2f3945b8075735d485c3cf48cad991011,2023-03-20 21:32:53+00:00,,1,single,2,0,2.0,4
django/django,django/django,swebench_full,django__django-13212,13212,f4e93919e4608cfc50849a1f764fd856e0917401,2020-07-21 02:53:58+00:00,,2,multi,44,0,5.0,5
django/django,django/django,swebench_full,django__django-14539,14539,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e,2021-06-19 11:31:16+00:00,,1,single,5,0,2.0,6
django/django,django/django,swebench_full,django__django-15098,15098,2c7846d992ca512d36a73f518205015c88ed088c,2021-11-17 21:30:07+00:00,,1,single,2,0,2.0,7
django/django,django/django,swebench_full,django__django-15382,15382,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3,2022-02-01 18:29:41+00:00,,1,single,19,0,1.0,8
django/django,django/django,swebench_full,django__django-11790,11790,b1d6b35e146aea83b171c1b921178bbaae2795ed,2019-09-17 14:33:44+00:00,,1,single,4,0,2.0,9
django/django,django/django,swebench_full,django__django-15022,15022,e1d673c373a7d032060872b690a92fc95496612e,2021-10-24 17:48:28+00:00,,1,single,4,0,3.0,10
django/django,django/django,swebench_full,django__django-14155,14155,2f13c476abe4ba787b6cb71131818341911f43cc,2021-03-19 15:44:25+00:00,,1,single,13,0,3.0,11
django/django,django/django,swebench_full,django__django-14855,14855,475cffd1d64c690cdad16ede4d5e81985738ceb4,2021-09-14 01:27:01+00:00,,1,single,6,0,1.0,12
django/django,django/django,swebench_full,django__django-14765,14765,4e8121e8e42a24acc3565851c9ef50ca8322b15c,2021-08-12 05:59:11+00:00,,1,single,7,0,1.0,13
django/django,django/django,swebench_full,django__django-13195,13195,156a2138db20abc89933121e4ff2ee2ce56a173a,2020-07-15 11:00:07+00:00,,3,multi,22,0,5.0,14
django/django,django/django,swebench_full,django__django-15103,15103,dd528cb2cefc0db8b91a7ff0a2bc87305b976597,2021-11-19 15:57:54+00:00,,2,multi,17,0,2.0,15
django/django,django/django,swebench_full,django__django-15467,15467,e0442a628eb480eac6a7888aed5a86f83499e299,2022-02-27 03:00:31+00:00,,1,single,4,0,1.0,16
django/django,django/django,swebench_full,django__django-11964,11964,fc2b1cc926e34041953738e58fa6ad3053059b22,2019-10-23 14:16:45+00:00,,1,single,8,0,2.0,17
django/django,django/django,swebench_full,django__django-12193,12193,3fb7c12158a2402f0f80824f6778112071235803,2019-12-08 01:38:25+00:00,,1,single,4,0,1.0,18
django/django,django/django,swebench_full,django__django-14915,14915,903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,2021-09-29 22:00:15+00:00,,1,single,3,0,1.0,19
django/django,django/django,swebench_full,django__django-7530,7530,f8fab6f90233c7114d642dfe01a4e6d4cb14ee7d,2016-11-08 17:27:19+00:00,,1,single,2,0,1.0,20
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-53d376b148897466bb86d5accb51912bbbe9a8ed-v08d8e8889ec945ab821fb156c04c7d2e2810debb,,0d13e6b4bf80bced6c0946b969b9a1b6963f6bce,,,4,multi,59,0,4.0,1
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,,c9795319b19c60e884f34df3eaf7e3e7f2bfd58c,,,5,multi,143,0,2.0,2
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb,,0c5d154db9a199adc4be35be84390368693b2144,,,6,multi,103,0,43.0,3
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,,5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341,,,3,multi,170,0,16.0,4
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,,50350d0432e2edf3429552bd9b50e78e662df8eb,,,1,single,59,0,2.0,5
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb,,5f7d8d190e2f0d837545e582fd5db99aae51a979,,,3,multi,88,0,16.0,6
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,,73e4b70aa3adafbbf44e7942b5bf9efabce70447,,,2,multi,21,0,1.0,7
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26,,f1f4efd659429d868ba8c4efc1405763d7864a70,,,3,multi,26,0,1.0,8
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-e1e502986a3b003899a8347ac8a7ff7b08cbfc39-v08d8e8889ec945ab821fb156c04c7d2e2810debb,,77c16d530b4d5c0f33d68bead2c6b329aee9b996,,,1,single,59,0,2.0,9
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,,34099a36bcd3e9f33e169beb06f64dfab81c2cde,,,4,multi,90,0,6.0,10
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,,80f511d3344a1f9743ff6efb0a2bdf0051529e3a,,,5,multi,198,0,12.0,11
internetarchive/openlibrary,internetarchive/openlibrary,swebench_pro,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,,8b933806b52d3785f98d2c397032c8b97a88feb2,,,4,multi,148,0,6.0,12
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-24177,24177,493d608e39d32a67173c23a7bbc47d6bfedcef61,2022-10-15 10:52:31+00:00,,1,single,2,0,1.0,1
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-24627,24627,9d22ab09d52d279b125d8770967569de070913b2,2022-12-05 00:05:54+00:00,,1,single,4,0,1.0,2
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-26208,26208,f0f133943d3e4f1e2e665291fe1c8f658a84cc09,2023-06-28 21:31:50+00:00,,1,single,2,0,2.0,3
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-26466,26466,3dd06a46750d174f821df5377996f493f1af4ebb,2023-08-07 19:30:22+00:00,,1,single,20,0,1.0,4
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-25960,25960,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,2023-05-23 21:58:53+00:00,,1,single,18,0,1.0,5
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-26342,26342,2aee6ccd7c7e1f8d282c1e7579f4ee546b838542,2023-07-18 10:06:19+00:00,,1,single,7,0,1.0,6
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-25332,25332,66ba515e671638971bd11a34cff12c107a437e0b,2023-02-26 11:18:40+00:00,,1,single,13,0,1.0,7
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-24870,24870,6091437be9776139d3672cde28a19cbe6c09dcd5,2023-01-02 20:37:49+00:00,,2,multi,33,0,1.0,8
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-23412,23412,f06c2c3abdaf4b90285ce5ca7fedbb8ace715911,2022-07-11 01:41:11+00:00,,1,single,5,0,1.0,9
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-24570,24570,8f0003ae902952372824c9917975fb372c026a42,2022-11-30 15:50:17+00:00,,1,single,4,0,2.0,10
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-25479,25479,7fdf772201e4c9bafbc16dfac23b5472d6a53fa2,2023-03-16 17:59:41+00:00,,2,multi,7,0,2.0,11
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-21568,21568,f0632c0fc7339f68e992ed63ae4cfac76cd41aad,2021-11-08 18:41:08+00:00,,1,single,7,0,4.0,12
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-25122,25122,5ec2bd279729ff534719b8bf238dbbca907b93c5,2023-02-01 03:41:00+00:00,,1,single,8,0,12.0,13
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-14623,14623,d65c9ca20ddf81ef91199e6d819f9d3506ef477c,2019-06-25 14:01:17+00:00,,3,multi,19,0,1.0,14
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-24026,24026,14c96b510ebeba40f573e512299b1976f35b620e,2022-09-28 02:45:01+00:00,,1,single,13,0,2.0,15
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-22871,22871,a7b7260bf06c20d408215d95ce20a1a01c12e5b1,2022-04-21 13:10:50+00:00,,1,single,6,0,1.0,16
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-23314,23314,97fc1154992f64cfb2f86321155a7404efeb2d8a,2022-06-21 02:41:34+00:00,,1,single,2,0,1.0,17
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-25311,25311,430fb1db88843300fb4baae3edc499bbfe073b0c,2023-02-23 21:04:12+00:00,,1,single,4,0,1.0,18
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-23299,23299,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,2022-06-18 01:34:39+00:00,,1,single,5,0,1.0,19
matplotlib/matplotlib,matplotlib/matplotlib,swebench_full,matplotlib__matplotlib-20676,20676,6786f437df54ca7780a047203cbcfaa1db8dc542,2021-07-19 10:10:07+00:00,,1,single,7,0,2.0,20
mwaskom/seaborn,mwaskom/seaborn,swebench_full,mwaskom__seaborn-3069,3069,54cab15bdacfaa05a88fbc5502a5b322d99f148e,2022-10-09 23:31:20+00:00,,1,single,15,0,2.0,1
pallets/flask,pallets/flask,swebench_full,pallets__flask-5014,5014,7ee9ceb71e868944a46e1ff00b506772a53a4f1d,2023-03-04 18:36:21+00:00,,1,single,3,0,1.0,1
psf/requests,psf/requests,swebench_full,psf__requests-5414,5414,39d0fdd9096f7dceccbc8f82e1eda7dd64717a8e,2020-04-05 16:52:04+00:00,,1,single,2,0,1.0,1
psf/requests,psf/requests,swebench_full,psf__requests-1142,1142,22623bd8c265b78b161542663ee980738441c307,2013-01-25 05:19:16+00:00,,1,single,3,0,1.0,2
psf/requests,psf/requests,swebench_full,psf__requests-6028,6028,0192aac24123735b3eaf9b08df46429bb770c283,2022-01-04 15:32:52+00:00,,1,single,4,0,2.0,3
psf/requests,psf/requests,swebench_full,psf__requests-2931,2931,5f7a3a74aab1625c2bb65f643197ee885e3da576,2015-12-16 14:57:00+00:00,,1,single,5,0,1.0,4
psf/requests,psf/requests,swebench_full,psf__requests-1766,1766,847735553aeda6e6633f2b32e14ba14ba86887a4,2013-11-29 08:38:09+00:00,,1,single,4,0,6.0,5
psf/requests,psf/requests,swebench_full,psf__requests-2317,2317,091991be0da19de9108dbe5e3752917fea3d7fdc,2014-11-01 02:20:16+00:00,,1,single,4,0,8.0,6
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-6744,6744,7cc6cc991e586a6158bb656b8001234ccda25407,2022-07-02 16:36:00+00:00,,1,single,17,0,3.0,1
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-2905,2905,7c4e2ac83f7b4306296ff9b7b51aaf016e5ad614,2019-04-17 21:52:37+00:00,,1,single,3,0,1.0,2
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-3095,3095,1757dffac2fa493d7b9a074b84cf8c830a706688,2019-07-11 13:16:16+00:00,,2,multi,49,0,1.0,3
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4629,4629,a41edc7bf5302f2ea327943c0c48c532b12009bc,2020-11-30 23:06:17+00:00,,1,single,2,0,1.0,4
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4695,4695,51ef2a66c4e0896eab7d2b03e3dfb3963e338e3c,2020-12-15 00:30:04+00:00,,1,single,2,0,1.0,5
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-3993,3993,8cc34cb412ba89ebca12fc84f76a9e452628f1bc,2020-04-21 20:30:35+00:00,,2,multi,49,0,2.0,6
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-7233,7233,51d37d1be95547059251076b3fadaa317750aab3,2022-10-27 23:46:49+00:00,,1,single,5,0,1.0,7
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-6599,6599,6bb2b855498b5c68d7cca8cceb710365d58e6048,2022-05-12 15:12:41+00:00,,1,single,6,0,1.0,8
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-7229,7229,3aa75c8d00a4a2d4acf10d80f76b937cadb666b7,2022-10-26 21:45:01+00:00,,1,single,29,0,1.0,9
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4966,4966,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550,2021-02-26 12:05:51+00:00,,1,single,8,0,4.0,10
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-6992,6992,45c0a114e2b7b27b83c9618bc05b36afac82183c,2022-09-05 15:07:43+00:00,,2,multi,123,0,12.0,11
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-6721,6721,cc183652bf6e1273e985e1c4b3cba79c896c1193,2022-06-24 18:45:45+00:00,,1,single,2,0,1.0,12
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-6461,6461,851dadeb0338403e5021c3fbe80cbc9127ee672d,2022-04-09 03:02:40+00:00,,1,single,3,0,1.0,13
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4075,4075,19b088636eb7d3f65ab7a1046ac672e0689371d8,2020-05-18 18:42:05+00:00,,1,single,9,0,2.0,14
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4356,4356,e05fddea852d08fc0845f954b79deb9e9f9ff883,2020-08-19 23:48:49+00:00,,1,single,6,0,8.0,15
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-4687,4687,d3b6aa6d8b997df115a53c001d00222a0f92f63a,2020-12-13 20:42:40+00:00,,1,single,13,0,1.0,16
pydata/xarray,pydata/xarray,swebench_full,pydata__xarray-7393,7393,41fef6f1352be994cd90056d47440fe9aa4c068f,2022-12-20 04:34:24+00:00,,1,single,6,0,2.0,17
pylint-dev/pylint,pylint-dev/pylint,swebench_full,pylint-dev__pylint-6903,6903,ca80f03a43bc39e4cc2c67dc99817b3c9f13b8a6,2022-06-09 19:43:36+00:00,,1,single,7,0,1.0,1
pylint-dev/pylint,pylint-dev/pylint,swebench_full,pylint-dev__pylint-4970,4970,40cc2ffd7887959157aaf469e09585ec2be7f528,2021-09-05 19:44:07+00:00,,1,single,2,0,1.0,2
pylint-dev/pylint,pylint-dev/pylint,swebench_full,pylint-dev__pylint-4551,4551,99589b08de8c5a2c6cc61e13a37420a868c80599,2021-06-07 15:14:31+00:00,,4,multi,126,0,10.0,3
pylint-dev/pylint,pylint-dev/pylint,swebench_full,pylint-dev__pylint-4604,4604,1e55ae64624d28c5fe8b63ad7979880ee2e6ef3f,2021-06-22 10:44:14+00:00,,2,multi,6,0,21.0,4
pylint-dev/pylint,pylint-dev/pylint,swebench_full,pylint-dev__pylint-8898,8898,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334,2023-07-29 21:53:59+00:00,,3,multi,32,0,1.0,5
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-10081,10081,da9a2b584eb7a6c7e924b2621ed0ddaeca0a7bea,2022-06-26 13:53:24+00:00,,1,single,5,0,1.0,1
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-5809,5809,8aba863a634f40560e25055d179220f0eefabe9a,2019-09-01 04:40:09+00:00,,1,single,6,0,1.0,2
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-10051,10051,aa55975c7d3f6c9f6d7f68accc41bb7cadf0eb9a,2022-06-15 17:39:53+00:00,,1,single,7,0,1.0,3
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-5631,5631,cb828ebe70b4fa35cd5f9a7ee024272237eab351,2019-07-19 20:13:12+00:00,,1,single,19,0,1.0,4
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-10356,10356,3c1534944cbd34e8a41bc9e76818018fadefc9a1,2022-10-08 06:20:42+00:00,,1,single,37,0,1.0,5
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-7571,7571,422685d0bdc110547535036c1ff398b5e1c44145,2020-07-29 12:00:47+00:00,,1,single,4,0,1.0,6
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-7490,7490,7f7a36478abe7dd1fa993b115d22606aa0e35e88,2020-07-13 22:20:10+00:00,,1,single,21,0,2.0,7
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-7205,7205,5e7f1ab4bf58e473e5d7f878eb2b499d7deabd29,2020-05-09 11:25:58+00:00,,1,single,3,0,10.0,8
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-7324,7324,19ad5889353c7f5f2b65cc2acd346b7a9e95dfcd,2020-06-05 13:00:07+00:00,,1,single,10,0,3.0,9
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-7432,7432,e6e300e729dd33956e5448d8be9a0b1540b4e53a,2020-06-29 21:51:15+00:00,,1,single,3,0,1.0,10
pytest-dev/pytest,pytest-dev/pytest,swebench_full,pytest-dev__pytest-5262,5262,58e6a09db49f34886ff13f3b7520dd0bcd7063cd,2019-05-14 21:54:55+00:00,,1,single,4,0,1.0,11
qutebrowser/qutebrowser,qutebrowser/qutebrowser,swebench_pro,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,,487f90443cd1bf66bf2368b7a5c004f4e1b27777,,,2,multi,46,0,6.0,1
