task_id,instance_id,key_n,full,stem,explicit,incidental,seed_full,any_full,seed_stem,seed_explicit
instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/utils/display.py,instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,6,0,0,0,0,False,False,1,0
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/parsing/dataloader.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/inventory/__init__.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/inventory/auto.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,0,0,0,False,False,1,1
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/inventory/yaml.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/vars/host_group_vars.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/vars/manager.py,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/errors/__init__.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/parsing/vault/__init__.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/parsing/yaml/constructor.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/parsing/yaml/objects.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/playbook/helpers.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,1,1,0,False,False,0,0
instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/playbook/task.py,instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,5,0,0,0,0,False,False,1,1
instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a::lib/ansible/module_utils/network/meraki/meraki.py,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,1,0,1,0,1,False,False,1,0
instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a::lib/ansible/plugins/doc_fragments/meraki.py,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,1,0,1,0,1,False,False,1,0
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/connection/ssh.py,instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,0,0,False,False,0,0
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/shell/powershell.py,instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,1,0,0,0,0,False,False,0,0
instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2::lib/ansible/utils/vars.py,instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,0,0,0,False,False,1,1
instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2::lib/ansible/vars/manager.py,instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,1,1,0,False,False,0,0
instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/galaxy/dependency_resolution/dataclasses.py,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,1,0,0,0,0,False,False,0,0
instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/utils/collection_loader/_collection_finder.py,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-1404::hydra/plugins/completion_plugin.py,facebookresearch__hydra-1404,4,0,1,1,0,True,False,1,1
facebookresearch__hydra-1372::hydra/_internal/defaults_list.py,facebookresearch__hydra-1372,1,0,0,0,0,True,False,1,1
facebookresearch__hydra-1372::hydra/core/default_element.py,facebookresearch__hydra-1372,1,1,1,1,0,False,True,0,0
facebookresearch__hydra-952::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-952,2,0,0,0,0,False,False,0,0
facebookresearch__hydra-1458::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-1458,3,0,0,0,0,False,False,0,0
facebookresearch__hydra-892::hydra/plugins/completion_plugin.py,facebookresearch__hydra-892,2,0,1,1,0,True,False,1,1
facebookresearch__hydra-1456::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-1456,5,1,1,1,0,True,True,1,1
facebookresearch__hydra-1456::hydra/_internal/defaults_list.py,facebookresearch__hydra-1456,5,1,1,1,0,True,True,1,1
facebookresearch__hydra-801::hydra/_internal/utils.py,facebookresearch__hydra-801,3,1,1,1,0,True,True,1,1
facebookresearch__hydra-801::hydra/core/override_parser/overrides_parser.py,facebookresearch__hydra-801,3,1,1,1,0,True,True,1,1
facebookresearch__hydra-801::hydra/errors.py,facebookresearch__hydra-801,3,1,1,1,0,False,True,1,1
facebookresearch__hydra-1450::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-1450,7,0,0,0,0,False,False,0,0
facebookresearch__hydra-1450::hydra/_internal/config_repository.py,facebookresearch__hydra-1450,7,0,0,0,0,False,False,0,0
facebookresearch__hydra-1450::hydra/_internal/config_search_path_impl.py,facebookresearch__hydra-1450,7,0,0,0,0,False,False,0,0
facebookresearch__hydra-1450::hydra/conf/__init__.py,facebookresearch__hydra-1450,7,0,0,0,0,False,False,0,0
facebookresearch__hydra-1450::hydra/core/config_search_path.py,facebookresearch__hydra-1450,7,0,0,0,0,False,False,0,0
facebookresearch__hydra-1731::hydra/_internal/defaults_list.py,facebookresearch__hydra-1731,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-2085::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-2085,6,0,1,0,1,False,False,0,0
facebookresearch__hydra-2085::hydra/_internal/hydra.py,facebookresearch__hydra-2085,6,0,0,0,0,False,False,1,0
facebookresearch__hydra-2085::hydra/_internal/utils.py,facebookresearch__hydra-2085,6,0,1,0,1,False,False,0,0
facebookresearch__hydra-2085::hydra/conf/__init__.py,facebookresearch__hydra-2085,6,0,1,0,1,False,False,0,0
facebookresearch__hydra-2085::hydra/core/config_loader.py,facebookresearch__hydra-2085,6,0,1,0,1,False,False,0,0
facebookresearch__hydra-734::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-734,7,0,1,0,1,False,False,0,0
facebookresearch__hydra-734::hydra/_internal/core_plugins/basic_sweeper.py,facebookresearch__hydra-734,7,0,1,0,1,False,False,0,0
facebookresearch__hydra-734::hydra/_internal/hydra.py,facebookresearch__hydra-734,7,0,0,0,0,False,False,1,0
facebookresearch__hydra-734::hydra/core/utils.py,facebookresearch__hydra-734,7,0,1,0,1,False,False,0,0
facebookresearch__hydra-625::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-625,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-625::hydra/plugins/config_source.py,facebookresearch__hydra-625,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-1487::hydra/_internal/instantiate/_instantiate2.py,facebookresearch__hydra-1487,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-1487::plugins/hydra_rq_launcher/hydra_plugins/hydra_rq_launcher/config.py,facebookresearch__hydra-1487,1,0,0,0,0,False,False,0,0
facebookresearch__hydra-1422::hydra/_internal/config_loader_impl.py,facebookresearch__hydra-1422,1,0,0,0,0,False,False,0,0
getmoto__moto-5486::moto/ec2/models/instances.py,getmoto__moto-5486,3,0,1,1,0,True,False,1,1
getmoto__moto-6724::moto/logs/models.py,getmoto__moto-6724,4,0,0,0,0,True,False,1,1
getmoto__moto-6724::moto/logs/responses.py,getmoto__moto-6724,4,1,1,1,0,False,True,0,0
getmoto__moto-6352::moto/secretsmanager/models.py,getmoto__moto-6352,2,1,1,1,0,True,True,1,1
getmoto__moto-6352::moto/secretsmanager/responses.py,getmoto__moto-6352,2,1,1,1,0,True,True,1,1
getmoto__moto-5202::moto/s3/models.py,getmoto__moto-5202,6,0,0,0,0,False,False,0,0
getmoto__moto-6919::moto/ec2/models/key_pairs.py,getmoto__moto-6919,4,0,0,0,0,False,False,0,0
getmoto__moto-6919::moto/ec2/responses/key_pairs.py,getmoto__moto-6919,4,0,0,0,0,False,False,0,0
getmoto__moto-6586::moto/awslambda/models.py,getmoto__moto-6586,3,0,0,0,0,False,False,0,0
getmoto__moto-6578::moto/ec2/models/vpc_service_configuration.py,getmoto__moto-6578,1,0,0,0,0,False,False,0,0
getmoto__moto-6578::moto/ec2/models/vpcs.py,getmoto__moto-6578,1,0,0,0,0,False,False,0,0
getmoto__moto-6709::moto/dynamodb/models/__init__.py,getmoto__moto-6709,4,0,1,1,0,False,False,0,0
getmoto__moto-6709::moto/dynamodb/models/dynamo_type.py,getmoto__moto-6709,4,0,1,1,0,False,False,0,0
getmoto__moto-6709::moto/dynamodb/models/table.py,getmoto__moto-6709,4,0,0,0,0,False,False,1,1
getmoto__moto-6709::moto/dynamodb/responses.py,getmoto__moto-6709,4,0,1,1,0,False,False,0,0
getmoto__moto-6444::moto/rds/models.py,getmoto__moto-6444,2,0,0,0,0,True,False,1,1
getmoto__moto-6444::moto/rds/responses.py,getmoto__moto-6444,2,1,1,1,0,False,True,0,0
getmoto__moto-5968::moto/glue/models.py,getmoto__moto-5968,2,0,0,0,0,False,False,0,0
getmoto__moto-5968::moto/glue/responses.py,getmoto__moto-5968,2,0,0,0,0,False,False,0,0
getmoto__moto-5968::moto/glue/utils.py,getmoto__moto-5968,2,0,0,0,0,False,False,0,0
getmoto__moto-5545::moto/s3/models.py,getmoto__moto-5545,1,0,0,0,0,False,False,1,1
getmoto__moto-6387::moto/cloudfront/responses.py,getmoto__moto-6387,1,0,0,0,0,False,False,0,0
modin-project__modin-6648::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project__modin-6648,4,0,1,1,0,False,False,1,0
modin-project__modin-6648::modin/core/storage_formats/base/query_compiler.py,modin-project__modin-6648,4,0,1,1,1,False,False,0,0
modin-project__modin-6648::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-6648,4,0,1,1,1,False,False,0,0
modin-project__modin-6648::modin/experimental/core/storage_formats/hdk/query_compiler.py,modin-project__modin-6648,4,0,1,1,1,False,False,0,0
modin-project__modin-6648::modin/utils.py,modin-project__modin-6648,4,0,1,0,1,False,False,1,1
modin-project__modin-6275::modin/core/dataframe/algebra/default2pandas/default.py,modin-project__modin-6275,5,0,0,0,0,False,False,0,0
modin-project__modin-6275::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-6275,5,0,0,0,0,False,False,0,0
modin-project__modin-6275::modin/pandas/base.py,modin-project__modin-6275,5,0,0,0,0,False,False,0,0
modin-project__modin-6275::modin/pandas/series.py,modin-project__modin-6275,5,0,0,0,0,False,False,0,0
modin-project__modin-6757::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project__modin-6757,7,0,1,1,0,False,False,1,1
modin-project__modin-6757::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-6757,7,0,1,1,0,False,False,0,0
modin-project__modin-6823::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project__modin-6823,1,0,1,1,0,False,False,1,1
modin-project__modin-6823::modin/core/dataframe/pandas/metadata/dtypes.py,modin-project__modin-6823,1,0,1,1,0,False,False,1,1
modin-project__modin-6260::modin/core/dataframe/algebra/default2pandas/default.py,modin-project__modin-6260,2,1,1,1,0,False,True,0,0
modin-project__modin-6260::modin/core/storage_formats/base/query_compiler.py,modin-project__modin-6260,2,0,1,1,0,True,False,1,1
modin-project__modin-6992::modin/logging/class_logger.py,modin-project__modin-6992,4,0,1,1,0,False,False,1,1
modin-project__modin-6992::modin/logging/config.py,modin-project__modin-6992,4,0,1,1,0,False,False,1,1
modin-project__modin-6992::modin/logging/logger_decorator.py,modin-project__modin-6992,4,0,1,1,0,False,False,0,0
modin-project__modin-7160::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-7160,1,1,1,1,0,True,True,1,1
modin-project__modin-7160::modin/pandas/base.py,modin-project__modin-7160,1,1,1,1,0,True,True,1,1
modin-project__modin-6673::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project__modin-6673,9,1,1,1,0,True,True,1,1
modin-project__modin-6673::modin/core/dataframe/pandas/partitioning/partition_manager.py,modin-project__modin-6673,9,1,1,1,0,True,True,1,1
modin-project__modin-6673::modin/core/execution/dask/implementations/pandas_on_dask/dataframe/dataframe.py,modin-project__modin-6673,9,1,1,1,0,False,True,1,1
modin-project__modin-6673::modin/core/execution/unidist/implementations/pandas_on_unidist/dataframe/dataframe.py,modin-project__modin-6673,9,1,1,1,0,False,True,1,1
modin-project__modin-6673::modin/core/storage_formats/base/query_compiler.py,modin-project__modin-6673,9,1,1,1,0,True,True,1,1
modin-project__modin-6673::modin/experimental/core/storage_formats/hdk/query_compiler.py,modin-project__modin-6673,9,1,1,1,0,False,True,1,1
modin-project__modin-6673::modin/pandas/dataframe.py,modin-project__modin-6673,9,1,1,1,0,False,True,1,1
modin-project__modin-6673::modin/pandas/series.py,modin-project__modin-6673,9,1,1,1,0,True,True,1,1
modin-project__modin-5946::modin/core/io/file_dispatcher.py,modin-project__modin-5946,3,0,0,0,0,False,False,0,0
modin-project__modin-5946::modin/core/storage_formats/pandas/parsers.py,modin-project__modin-5946,3,0,0,0,0,False,False,0,0
modin-project__modin-5946::modin/utils.py,modin-project__modin-5946,3,0,0,0,0,False,False,0,0
modin-project__modin-6370::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-6370,2,1,1,1,0,False,True,0,0
modin-project__modin-6370::modin/pandas/groupby.py,modin-project__modin-6370,2,0,0,0,0,True,False,1,1
modin-project__modin-7189::modin/config/envvars.py,modin-project__modin-7189,1,0,0,0,0,False,False,0,0
modin-project__modin-6969::modin/pandas/groupby.py,modin-project__modin-6969,1,0,0,0,0,False,False,1,1
modin-project__modin-6969::modin/pandas/series.py,modin-project__modin-6969,1,0,1,1,0,False,False,0,0
modin-project__modin-6785::modin/pandas/dataframe.py,modin-project__modin-6785,2,0,0,0,0,False,False,1,0
modin-project__modin-6941::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project__modin-6941,1,0,1,1,0,False,False,1,1
modin-project__modin-6941::modin/core/dataframe/pandas/partitioning/partition_manager.py,modin-project__modin-6941,1,0,1,1,0,False,False,1,1
modin-project__modin-6737::modin/core/dataframe/algebra/binary.py,modin-project__modin-6737,2,0,0,0,0,True,False,1,1
modin-project__modin-6737::modin/core/storage_formats/pandas/query_compiler.py,modin-project__modin-6737,2,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-5506::monai/data/image_reader.py,Project-MONAI__MONAI-5506,6,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-5506::monai/data/image_writer.py,Project-MONAI__MONAI-5506,6,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-5506::monai/transforms/io/array.py,Project-MONAI__MONAI-5506,6,1,1,1,0,False,True,1,1
Project-MONAI__MONAI-5506::monai/transforms/io/dictionary.py,Project-MONAI__MONAI-5506,6,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-1765::monai/losses/dice.py,Project-MONAI__MONAI-1765,5,0,0,0,0,False,False,1,0
Project-MONAI__MONAI-1765::monai/losses/focal_loss.py,Project-MONAI__MONAI-1765,5,0,1,0,1,False,False,0,0
Project-MONAI__MONAI-5503::monai/apps/pathology/losses/hovernet_loss.py,Project-MONAI__MONAI-5503,1,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-5503::monai/transforms/post/array.py,Project-MONAI__MONAI-5503,1,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-543::monai/data/png_saver.py,Project-MONAI__MONAI-543,2,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-543::monai/data/png_writer.py,Project-MONAI__MONAI-543,2,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-543::monai/handlers/segmentation_saver.py,Project-MONAI__MONAI-543,2,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-6139::monai/inferers/inferer.py,Project-MONAI__MONAI-6139,3,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-5807::monai/networks/blocks/localnet_block.py,Project-MONAI__MONAI-5807,2,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-5807::monai/networks/blocks/regunet_block.py,Project-MONAI__MONAI-5807,2,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-5807::monai/networks/nets/regunet.py,Project-MONAI__MONAI-5807,2,1,1,1,0,True,True,1,1
Project-MONAI__MONAI-4689::monai/data/meta_obj.py,Project-MONAI__MONAI-4689,11,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-4689::monai/data/meta_tensor.py,Project-MONAI__MONAI-4689,11,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-4689::monai/transforms/meta_utility/dictionary.py,Project-MONAI__MONAI-4689,11,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-4689::monai/visualize/utils.py,Project-MONAI__MONAI-4689,11,0,0,0,0,False,False,0,0
Project-MONAI__MONAI-3157::monai/transforms/intensity/array.py,Project-MONAI__MONAI-3157,10,0,1,1,0,True,False,1,1
Project-MONAI__MONAI-3157::monai/transforms/intensity/dictionary.py,Project-MONAI__MONAI-3157,10,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-3157::monai/transforms/spatial/array.py,Project-MONAI__MONAI-3157,10,1,1,1,0,False,True,1,1
Project-MONAI__MONAI-3157::monai/transforms/spatial/dictionary.py,Project-MONAI__MONAI-3157,10,1,1,1,0,False,True,0,0
Project-MONAI__MONAI-5473::monai/losses/image_dissimilarity.py,Project-MONAI__MONAI-5473,2,0,0,0,0,True,False,1,1
