task_id,repo_key,repo_files,ball_files,ball_lines,key_files,key_lines,ball_recall,ball_share_of_repo
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/connection/ssh.py,ansible/ansible,483,0,0,1,324,0.0,0.0
instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59::lib/ansible/plugins/shell/powershell.py,ansible/ansible,483,0,0,1,1398,0.0,0.0
instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2::lib/ansible/utils/vars.py,ansible/ansible,484,0,0,1,788,0.0,0.0
instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2::lib/ansible/vars/manager.py,ansible/ansible,484,0,0,1,275,0.0,0.0
instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/galaxy/dependency_resolution/dataclasses.py,ansible/ansible,489,0,0,1,1038,0.0,0.0
instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5::lib/ansible/utils/collection_loader/_collection_finder.py,ansible/ansible,489,3,155,1,451,0.0,0.006147540983606557
facebookresearch__hydra-1404::hydra/plugins/completion_plugin.py,facebookresearch/hydra,178,58,8936,4,141,1.0,0.327683615819209
facebookresearch__hydra-1372::hydra/_internal/defaults_list.py,facebookresearch/hydra,179,76,9478,1,568,1.0,0.42696629213483145
facebookresearch__hydra-1372::hydra/core/default_element.py,facebookresearch/hydra,179,35,7268,1,778,1.0,0.19662921348314608
facebookresearch__hydra-952::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,144,53,7808,2,522,1.0,0.3706293706293706
facebookresearch__hydra-1458::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,180,105,12012,3,1013,1.0,0.5865921787709497
facebookresearch__hydra-892::hydra/plugins/completion_plugin.py,facebookresearch/hydra,145,56,7530,2,116,1.0,0.3888888888888889
facebookresearch__hydra-1456::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,180,105,12009,5,1498,0.8,0.5865921787709497
facebookresearch__hydra-1456::hydra/_internal/defaults_list.py,facebookresearch/hydra,180,76,9637,5,1282,0.8,0.4245810055865922
facebookresearch__hydra-801::hydra/_internal/utils.py,facebookresearch/hydra,130,77,7738,3,599,1.0,0.5968992248062015
facebookresearch__hydra-801::hydra/core/override_parser/overrides_parser.py,facebookresearch/hydra,130,23,4656,3,655,1.0,0.17829457364341086
facebookresearch__hydra-801::hydra/errors.py,facebookresearch/hydra,130,59,6644,3,1200,1.0,0.4573643410852713
facebookresearch__hydra-1450::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,180,105,11996,7,1844,0.8571428571428571,0.5865921787709497
facebookresearch__hydra-1450::hydra/_internal/config_repository.py,facebookresearch/hydra,180,31,5947,7,1988,0.8571428571428571,0.17318435754189945
facebookresearch__hydra-1450::hydra/_internal/config_search_path_impl.py,facebookresearch/hydra,180,21,3741,7,2232,0.42857142857142855,0.11731843575418995
facebookresearch__hydra-1450::hydra/conf/__init__.py,facebookresearch/hydra,180,31,3003,7,2169,0.14285714285714285,0.17318435754189945
facebookresearch__hydra-1450::hydra/core/config_search_path.py,facebookresearch/hydra,180,49,7868,7,2263,0.8571428571428571,0.2737430167597765
facebookresearch__hydra-1731::hydra/_internal/defaults_list.py,facebookresearch/hydra,188,92,11548,1,572,1.0,0.4919786096256685
facebookresearch__hydra-2085::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,196,114,13191,6,1638,1.0,0.5846153846153846
facebookresearch__hydra-2085::hydra/_internal/hydra.py,facebookresearch/hydra,196,113,12350,6,1534,1.0,0.5794871794871795
facebookresearch__hydra-2085::hydra/_internal/utils.py,facebookresearch/hydra,196,109,11944,6,1597,0.8333333333333334,0.558974358974359
facebookresearch__hydra-2085::hydra/conf/__init__.py,facebookresearch/hydra,196,44,7228,6,2033,0.8333333333333334,0.22564102564102564
facebookresearch__hydra-2085::hydra/core/config_loader.py,facebookresearch/hydra,196,69,11266,6,2155,1.0,0.35384615384615387
facebookresearch__hydra-734::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,129,55,7185,7,1636,1.0,0.4296875
facebookresearch__hydra-734::hydra/_internal/core_plugins/basic_sweeper.py,facebookresearch/hydra,129,45,6457,7,2327,0.8571428571428571,0.3515625
facebookresearch__hydra-734::hydra/_internal/hydra.py,facebookresearch/hydra,129,81,8079,7,1919,1.0,0.6328125
facebookresearch__hydra-734::hydra/core/utils.py,facebookresearch/hydra,129,49,6648,7,2235,1.0,0.3828125
facebookresearch__hydra-625::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,112,39,4582,1,224,1.0,0.35135135135135137
facebookresearch__hydra-625::hydra/plugins/config_source.py,facebookresearch/hydra,112,40,5396,1,833,1.0,0.36036036036036034
facebookresearch__hydra-1487::hydra/_internal/instantiate/_instantiate2.py,facebookresearch/hydra,184,52,8943,1,58,0.0,0.28415300546448086
facebookresearch__hydra-1487::plugins/hydra_rq_launcher/hydra_plugins/hydra_rq_launcher/config.py,facebookresearch/hydra,184,29,3556,1,262,0.0,0.15846994535519127
facebookresearch__hydra-1422::hydra/_internal/config_loader_impl.py,facebookresearch/hydra,180,105,11982,1,765,1.0,0.5865921787709497
getmoto__moto-5486::moto/ec2/models/instances.py,getmoto/moto,766,217,110670,3,1830,1.0,0.28366013071895424
getmoto__moto-6724::moto/logs/models.py,getmoto/moto,848,255,121221,4,1089,1.0,0.3010625737898465
getmoto__moto-6724::moto/logs/responses.py,getmoto/moto,848,153,62842,4,1802,0.75,0.1806375442739079
getmoto__moto-6352::moto/secretsmanager/models.py,getmoto/moto,837,211,98448,2,1337,1.0,0.25239234449760767
getmoto__moto-6352::moto/secretsmanager/responses.py,getmoto/moto,837,144,58553,2,2026,1.0,0.1722488038277512
getmoto__moto-5202::moto/s3/models.py,getmoto/moto,724,233,104118,6,522,0.16666666666666666,0.32226832641770403
getmoto__moto-6919::moto/ec2/models/key_pairs.py,getmoto/moto,869,228,124861,4,1008,0.75,0.2626728110599078
getmoto__moto-6919::moto/ec2/responses/key_pairs.py,getmoto/moto,869,46,12088,4,1033,0.5,0.052995391705069124
getmoto__moto-6586::moto/awslambda/models.py,getmoto/moto,843,365,195139,3,1411,1.0,0.4334916864608076
getmoto__moto-6578::moto/ec2/models/vpc_service_configuration.py,getmoto/moto,843,225,109285,1,890,1.0,0.2672209026128266
getmoto__moto-6578::moto/ec2/models/vpcs.py,getmoto/moto,843,206,106411,1,145,1.0,0.24465558194774348
getmoto__moto-6709::moto/dynamodb/models/__init__.py,getmoto/moto,848,318,126932,4,2718,1.0,0.3754427390791027
getmoto__moto-6709::moto/dynamodb/models/dynamo_type.py,getmoto/moto,848,181,100453,4,3143,1.0,0.21369539551357733
getmoto__moto-6709::moto/dynamodb/models/table.py,getmoto/moto,848,234,120728,4,2546,1.0,0.2762691853600944
getmoto__moto-6709::moto/dynamodb/responses.py,getmoto/moto,848,244,115662,4,2454,1.0,0.28807556080283353
getmoto__moto-6444::moto/rds/models.py,getmoto/moto,842,249,119812,2,1794,1.0,0.29607609988109396
getmoto__moto-6444::moto/rds/responses.py,getmoto/moto,842,195,78049,2,3226,1.0,0.2318668252080856
getmoto__moto-5968::moto/glue/models.py,getmoto/moto,800,216,106619,2,871,1.0,0.27033792240300375
getmoto__moto-5968::moto/glue/responses.py,getmoto/moto,800,141,53486,2,1629,1.0,0.17647058823529413
getmoto__moto-5968::moto/glue/utils.py,getmoto/moto,800,14,3478,2,1782,1.0,0.017521902377972465
getmoto__moto-5545::moto/s3/models.py,getmoto/moto,779,254,107713,1,168,1.0,0.3264781491002571
getmoto__moto-6387::moto/cloudfront/responses.py,getmoto/moto,837,143,53658,1,1125,1.0,0.17105263157894737
modin-project__modin-6648::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project/modin,333,146,71826,4,12792,1.0,0.4397590361445783
modin-project__modin-6648::modin/core/storage_formats/base/query_compiler.py,modin-project/modin,333,134,66023,4,10337,1.0,0.4036144578313253
modin-project__modin-6648::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,333,162,70080,4,12540,1.0,0.4879518072289157
modin-project__modin-6648::modin/experimental/core/storage_formats/hdk/query_compiler.py,modin-project/modin,333,107,66930,4,16053,1.0,0.32228915662650603
modin-project__modin-6648::modin/utils.py,modin-project/modin,333,197,81849,4,16138,1.0,0.5933734939759037
modin-project__modin-6275::modin/core/dataframe/algebra/default2pandas/default.py,modin-project/modin,346,78,55985,5,16911,1.0,0.22608695652173913
modin-project__modin-6275::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,346,172,69277,5,13169,1.0,0.4985507246376812
modin-project__modin-6275::modin/pandas/base.py,modin-project/modin,346,139,69445,5,13296,0.8,0.4028985507246377
modin-project__modin-6275::modin/pandas/series.py,modin-project/modin,346,137,69811,5,14744,0.8,0.39710144927536234
modin-project__modin-6757::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project/modin,333,146,72702,7,5601,0.5714285714285714,0.4397590361445783
modin-project__modin-6757::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,333,162,70970,7,5368,0.5714285714285714,0.4879518072289157
modin-project__modin-6823::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project/modin,329,143,73333,1,1132,1.0,0.43597560975609756
modin-project__modin-6823::modin/core/dataframe/pandas/metadata/dtypes.py,modin-project/modin,329,70,58079,1,4184,1.0,0.21341463414634146
modin-project__modin-6260::modin/core/dataframe/algebra/default2pandas/default.py,modin-project/modin,346,76,53766,2,6572,1.0,0.22028985507246376
modin-project__modin-6260::modin/core/storage_formats/base/query_compiler.py,modin-project/modin,346,136,62030,2,304,1.0,0.39420289855072466
modin-project__modin-6992::modin/logging/class_logger.py,modin-project/modin,325,29,39689,4,1728,0.5,0.08950617283950617
modin-project__modin-6992::modin/logging/config.py,modin-project/modin,325,64,51059,4,1560,1.0,0.19753086419753085
modin-project__modin-6992::modin/logging/logger_decorator.py,modin-project/modin,325,62,50351,4,1634,1.0,0.19135802469135801
modin-project__modin-7160::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,326,163,78623,1,4288,1.0,0.5015384615384615
modin-project__modin-7160::modin/pandas/base.py,modin-project/modin,326,146,78499,1,4598,1.0,0.4492307692307692
modin-project__modin-6673::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project/modin,333,146,71892,9,16109,1.0,0.4397590361445783
modin-project__modin-6673::modin/core/dataframe/pandas/partitioning/partition_manager.py,modin-project/modin,333,109,63223,9,18607,0.8888888888888888,0.32831325301204817
modin-project__modin-6673::modin/core/execution/dask/implementations/pandas_on_dask/dataframe/dataframe.py,modin-project/modin,333,33,21625,9,20252,0.3333333333333333,0.09939759036144578
modin-project__modin-6673::modin/core/execution/unidist/implementations/pandas_on_unidist/dataframe/dataframe.py,modin-project/modin,333,34,20414,9,20252,0.2222222222222222,0.10240963855421686
modin-project__modin-6673::modin/core/storage_formats/base/query_compiler.py,modin-project/modin,333,134,66092,9,13657,0.7777777777777778,0.4036144578313253
modin-project__modin-6673::modin/experimental/core/storage_formats/hdk/query_compiler.py,modin-project/modin,333,107,67001,9,19375,0.6666666666666666,0.32228915662650603
modin-project__modin-6673::modin/pandas/dataframe.py,modin-project/modin,333,137,72149,9,17144,0.7777777777777778,0.4126506024096386
modin-project__modin-6673::modin/pandas/series.py,modin-project/modin,333,129,71076,9,17752,0.7777777777777778,0.3885542168674699
modin-project__modin-5946::modin/core/io/file_dispatcher.py,modin-project/modin,346,94,51328,3,1736,1.0,0.27246376811594203
modin-project__modin-5946::modin/core/storage_formats/pandas/parsers.py,modin-project/modin,346,109,56598,3,1190,0.6666666666666666,0.3159420289855073
modin-project__modin-5946::modin/utils.py,modin-project/modin,346,203,80559,3,1305,1.0,0.5884057971014492
modin-project__modin-6370::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,332,160,68358,2,2673,1.0,0.48338368580060426
modin-project__modin-6370::modin/pandas/groupby.py,modin-project/modin,332,112,66997,2,5006,1.0,0.338368580060423
modin-project__modin-7189::modin/config/envvars.py,modin-project/modin,326,135,79977,1,499,1.0,0.4153846153846154
modin-project__modin-6969::modin/pandas/groupby.py,modin-project/modin,321,98,70008,1,2587,1.0,0.30625
modin-project__modin-6969::modin/pandas/series.py,modin-project/modin,321,133,75965,1,2028,1.0,0.415625
modin-project__modin-6785::modin/pandas/dataframe.py,modin-project/modin,333,137,73145,2,4727,1.0,0.4126506024096386
modin-project__modin-6941::modin/core/dataframe/pandas/dataframe/dataframe.py,modin-project/modin,321,140,75967,1,1771,1.0,0.4375
modin-project__modin-6941::modin/core/dataframe/pandas/partitioning/partition_manager.py,modin-project/modin,321,108,66893,1,4522,1.0,0.3375
modin-project__modin-6737::modin/core/dataframe/algebra/binary.py,modin-project/modin,333,51,47338,2,11089,1.0,0.1536144578313253
modin-project__modin-6737::modin/core/storage_formats/pandas/query_compiler.py,modin-project/modin,333,162,70114,2,7056,1.0,0.4879518072289157
Project-MONAI__MONAI-5506::monai/data/image_reader.py,project-monai/monai,343,209,78045,6,2266,1.0,0.6111111111111112
Project-MONAI__MONAI-5506::monai/data/image_writer.py,project-monai/monai,343,219,82764,6,3078,1.0,0.6403508771929824
Project-MONAI__MONAI-5506::monai/transforms/io/array.py,project-monai/monai,343,212,81454,6,3466,1.0,0.6198830409356725
Project-MONAI__MONAI-5506::monai/transforms/io/dictionary.py,project-monai/monai,343,215,82515,6,3620,1.0,0.6286549707602339
Project-MONAI__MONAI-1765::monai/losses/dice.py,project-monai/monai,155,97,28441,5,765,0.8,0.6298701298701299
Project-MONAI__MONAI-1765::monai/losses/focal_loss.py,project-monai/monai,155,95,28675,5,1334,0.4,0.6168831168831169
Project-MONAI__MONAI-5503::monai/apps/pathology/losses/hovernet_loss.py,project-monai/monai,343,92,48026,1,941,1.0,0.26900584795321636
Project-MONAI__MONAI-5503::monai/transforms/post/array.py,project-monai/monai,343,231,83832,1,159,1.0,0.6754385964912281
Project-MONAI__MONAI-543::monai/data/png_saver.py,project-monai/monai,111,38,6188,2,179,1.0,0.34545454545454546
Project-MONAI__MONAI-543::monai/data/png_writer.py,project-monai/monai,111,52,10235,2,219,1.0,0.4727272727272727
Project-MONAI__MONAI-543::monai/handlers/segmentation_saver.py,project-monai/monai,111,42,5290,2,178,1.0,0.38181818181818183
Project-MONAI__MONAI-6139::monai/inferers/inferer.py,project-monai/monai,360,214,89533,3,431,0.6666666666666666,0.596100278551532
Project-MONAI__MONAI-5807::monai/networks/blocks/localnet_block.py,project-monai/monai,350,71,28292,2,665,0.5,0.2034383954154728
Project-MONAI__MONAI-5807::monai/networks/blocks/regunet_block.py,project-monai/monai,350,59,24049,2,704,1.0,0.16905444126074498
Project-MONAI__MONAI-5807::monai/networks/nets/regunet.py,project-monai/monai,350,57,23605,2,533,0.5,0.16332378223495703
Project-MONAI__MONAI-4689::monai/data/meta_obj.py,project-monai/monai,284,85,44698,11,2723,0.9090909090909091,0.3003533568904594
Project-MONAI__MONAI-4689::monai/data/meta_tensor.py,project-monai/monai,284,199,71411,11,2517,1.0,0.7031802120141343
Project-MONAI__MONAI-4689::monai/transforms/meta_utility/dictionary.py,project-monai/monai,284,79,42426,11,2846,0.9090909090909091,0.2791519434628975
Project-MONAI__MONAI-4689::monai/visualize/utils.py,project-monai/monai,284,84,43119,11,2726,1.0,0.2968197879858657
Project-MONAI__MONAI-3157::monai/transforms/intensity/array.py,project-monai/monai,217,155,46368,10,9426,1.0,0.7175925925925926
Project-MONAI__MONAI-3157::monai/transforms/intensity/dictionary.py,project-monai/monai,217,147,45554,10,9814,1.0,0.6805555555555556
Project-MONAI__MONAI-3157::monai/transforms/spatial/array.py,project-monai/monai,217,160,48353,10,9202,1.0,0.7407407407407407
Project-MONAI__MONAI-3157::monai/transforms/spatial/dictionary.py,project-monai/monai,217,158,48533,10,9533,1.0,0.7314814814814815
Project-MONAI__MONAI-5473::monai/losses/image_dissimilarity.py,project-monai/monai,339,212,81882,2,816,1.0,0.6272189349112426
Project-MONAI__MONAI-5473::monai/networks/blocks/warp.py,project-monai/monai,339,209,78469,2,986,1.0,0.6183431952662722
Project-MONAI__MONAI-7000::monai/data/image_reader.py,project-monai/monai,369,229,94874,10,5597,1.0,0.6222826086956522
Project-MONAI__MONAI-7000::monai/data/itk_torch_bridge.py,project-monai/monai,369,236,96779,10,6643,1.0,0.6413043478260869
Project-MONAI__MONAI-7163::docs/source/conf.py,project-monai/monai,370,24,11442,3,1017,0.0,0.06504065040650407
Project-MONAI__MONAI-7163::monai/handlers/mean_dice.py,project-monai/monai,370,214,90182,3,1122,0.6666666666666666,0.5799457994579946
Project-MONAI__MONAI-7163::monai/metrics/meandice.py,project-monai/monai,370,213,89931,3,915,0.6666666666666666,0.5772357723577236
Project-MONAI__MONAI-648::monai/transforms/spatial/array.py,project-monai/monai,121,85,15052,6,1331,0.6666666666666666,0.7083333333333334
Project-MONAI__MONAI-648::monai/transforms/spatial/dictionary.py,project-monai/monai,121,69,13527,6,1847,0.6666666666666666,0.575
Project-MONAI__MONAI-6781::monai/data/meta_tensor.py,project-monai/monai,362,245,98549,2,1819,1.0,0.6786703601108033
Project-MONAI__MONAI-5067::monai/data/dataloader.py,project-monai/monai,322,54,29862,1,1501,1.0,0.16822429906542055
Project-MONAI__MONAI-2530::monai/apps/deepgrow/interaction.py,project-monai/monai,196,43,22152,5,2607,0.6,0.2205128205128205
Project-MONAI__MONAI-2530::monai/apps/deepgrow/transforms.py,project-monai/monai,196,130,38221,5,1695,0.6,0.6666666666666666
pydantic__pydantic-8947::pydantic/main.py,pydantic/pydantic,104,68,26455,3,1866,1.0,0.6601941747572816
pydantic__pydantic-5322::pydantic/_internal/_dataclasses.py,pydantic/pydantic,36,28,10949,3,2596,1.0,0.8
pydantic__pydantic-5322::pydantic/_internal/_generate_schema.py,pydantic/pydantic,36,28,9951,3,1598,1.0,0.8
pydantic__pydantic-5322::pydantic/config.py,pydantic/pydantic,36,30,11279,3,2513,1.0,0.8571428571428571
pydantic__pydantic-5322::pydantic/json_schema.py,pydantic/pydantic,36,29,10367,3,1555,1.0,0.8285714285714286
pydantic__pydantic-5021::pydantic/_internal/_model_construction.py,pydantic/pydantic,177,29,8652,1,699,1.0,0.16477272727272727
pydantic__pydantic-8511::pydantic/dataclasses.py,pydantic/pydantic,103,62,24547,1,1136,1.0,0.6078431372549019
pydantic__pydantic-8734::pydantic/json_schema.py,pydantic/pydantic,104,54,23816,1,984,1.0,0.5242718446601942
pydantic__pydantic-5196::pydantic/_internal/_model_construction.py,pydantic/pydantic,182,34,10724,3,1591,1.0,0.1878453038674033
pydantic__pydantic-5196::pydantic/fields.py,pydantic/pydantic,182,175,14086,3,1455,1.0,0.9668508287292817
pydantic__pydantic-9287::pydantic/json_schema.py,pydantic/pydantic,105,55,24526,1,473,1.0,0.5288461538461539
pydantic__pydantic-6100::pydantic/_internal/_generate_schema.py,pydantic/pydantic,92,47,15679,2,1076,1.0,0.5164835164835165
pydantic__pydantic-6100::pydantic/_internal/_std_types_schema.py,pydantic/pydantic,92,43,15938,2,1686,1.0,0.4725274725274725
pydantic__pydantic-9214::pydantic/_internal/_generate_schema.py,pydantic/pydantic,105,57,25943,1,155,1.0,0.5480769230769231
pydantic__pydantic-8965::pydantic/main.py,pydantic/pydantic,104,68,26588,1,154,1.0,0.6601941747572816
pydantic__pydantic-8965::pydantic/root_model.py,pydantic/pydantic,104,48,25408,1,1532,1.0,0.46601941747572817
pydantic__pydantic-8159::pydantic/_internal/_config.py,pydantic/pydantic,101,50,24117,1,872,1.0,0.5
pydantic__pydantic-8159::pydantic/config.py,pydantic/pydantic,101,62,24328,1,318,1.0,0.62
